Orthogroup	Junonia_coenia	Danaus_plexippus
OG0000200	JC_03371-RA, JC_03359-RA, JC_03365-RA, JC_03369-RA	DPOGS209916-PA, DPOGS204353-PA
OG0000201	JC_07060-RA	DPOGS204865-PA, DPOGS204864-PA
OG0000202	JC_04947-RA	DPOGS209628-PA
OG0000202	JC_04951-RA, JC_04950-RA, JC_04948-RA, JC_04949-RA	DPOGS211423-PA
OG0000203	JC_03487-RA	DPOGS210787-PA
OG0000205	JC_05405-RA	DPOGS209148-PA, DPOGS209147-PA
OG0000206	JC_16685-RA, JC_10718-RA, JC_16686-RA	DPOGS205019-PA
OG0000207	JC_06478-RA, JC_06002-RA, JC_15318-RA, JC_10834-RA, JC_15544-RA, JC_16805-RA, JC_15680-RA, JC_15678-RA, JC_03802-RA, JC_10588-RA, JC_05153-RA	DPOGS207952-PA, DPOGS207950-PA
OG0000208	JC_07994-RA, JC_07996-RA	DPOGS210915-PA
OG0000208	JC_07997-RA	DPOGS210914-PA, DPOGS210912-PA
OG0000209	JC_14043-RA	DPOGS214010-PA
OG0000209	JC_07069-RA	DPOGS204840-PA
OG0000210	JC_09539-RA	DPOGS208562-PA
OG0000211	JC_09945-RA, JC_09936-RA, JC_09940-RA, JC_09948-RA, JC_09951-RA, JC_10156-RA	DPOGS212986-PA
OG0000211	JC_09932-RA, JC_09931-RA	DPOGS212985-PA
OG0000212	JC_05951-RA, JC_00130-RA	DPOGS207988-PA
OG0000212	JC_04775-RA	DPOGS207989-PA
OG0000212	JC_04773-RA	DPOGS207987-PA
OG0000213	JC_00444-RA	DPOGS208066-PA
OG0000213	JC_00447-RA	DPOGS208084-PA
OG0000213	JC_00451-RA	DPOGS208065-PA
OG0000214	JC_09415-RA	DPOGS214058-PA
OG0000215	JC_13463-RA	DPOGS211555-PA
OG0000216	JC_04853-RA	DPOGS202455-PA, DPOGS202453-PA, DPOGS202454-PA
OG0000217	JC_01085-RA	DPOGS201481-PA, DPOGS201472-PA, DPOGS201482-PA
OG0000218	JC_04203-RA, JC_04202-RA, JC_04199-RA, JC_04200-RA, JC_04201-RA	DPOGS200146-PA, DPOGS202095-PA, DPOGS202096-PA
OG0000219	JC_13344-RA	DPOGS207542-PA
OG0000219	JC_03133-RA	DPOGS200327-PA
OG0000219	JC_03136-RA, JC_03132-RA	DPOGS200328-PA
OG0000221	JC_06692-RA, JC_05049-RA, JC_05043-RA, JC_05017-RA	DPOGS211394-PA
OG0000221	JC_05015-RA, JC_05016-RA, JC_05042-RA	DPOGS205842-PA
OG0000222	JC_16786-RA, JC_16785-RA, JC_16787-RA, JC_16688-RA, JC_16687-RA	DPOGS205017-PA
OG0000224	JC_06255-RA	DPOGS208278-PA
OG0000224	JC_06252-RA, JC_06250-RA, JC_06251-RA	DPOGS208277-PA
OG0000224	JC_06257-RA, JC_06256-RA	DPOGS208279-PA
OG0000225	JC_15096-RA, JC_15076-RA	DPOGS214884-PA
OG0000227	JC_06493-RA, JC_13742-RA	DPOGS209796-PA
OG0000229	JC_01496-RA	DPOGS214653-PA, DPOGS215746-PA, DPOGS215748-PA
OG0000230	JC_08759-RA	DPOGS205205-PA, DPOGS205235-PA
OG0000231	JC_12205-RA, JC_12198-RA, JC_12196-RA, JC_16378-RA, JC_12194-RA, JC_12193-RA	DPOGS208443-PA
OG0000232	JC_09629-RA	DPOGS208489-PA
OG0000233	JC_04634-RA	DPOGS215920-PA
OG0000234	JC_15915-RA	DPOGS212240-PA
OG0000234	JC_15828-RA	DPOGS201732-PA
OG0000235	JC_02586-RA	DPOGS211850-PA
OG0000235	JC_02587-RA	DPOGS211974-PA
OG0000236	JC_07146-RA, JC_07145-RA	DPOGS207247-PA
OG0000236	JC_07150-RA	DPOGS207308-PA
OG0000237	JC_05873-RA	DPOGS201064-PA
OG0000237	JC_05874-RA	DPOGS201065-PA
OG0000237	JC_05876-RA	DPOGS201066-PA
OG0000238	JC_04246-RA	DPOGS200166-PA
OG0000238	JC_09353-RA	DPOGS200498-PA
OG0000239	JC_03168-RA	DPOGS200316-PA
OG0000239	JC_03169-RA	DPOGS200315-PA, DPOGS200313-PA
OG0000244	JC_15109-RA, JC_15786-RA	DPOGS205816-PA
OG0000245	JC_08649-RA	DPOGS211482-PA
OG0000246	JC_05237-RA	DPOGS212261-PA
OG0000246	JC_05238-RA	DPOGS212263-PA, DPOGS212262-PA
OG0000247	JC_13116-RA	DPOGS204977-PA
OG0000248	JC_16266-RA	DPOGS208848-PA, DPOGS208849-PA
OG0000248	JC_16168-RA	DPOGS210769-PA
OG0000249	JC_14103-RA, JC_14102-RA, JC_14101-RA, JC_14106-RA, JC_14108-RA, JC_14105-RA, JC_14104-RA	DPOGS204790-PA
OG0000250	JC_16254-RA, JC_16260-RA	DPOGS206088-PA
OG0000253	JC_02424-RA	DPOGS206787-PA, DPOGS205863-PA, DPOGS213968-PA, DPOGS200001-PA
OG0000254	JC_15987-RA, JC_16124-RA	DPOGS206219-PA
OG0000254	JC_16125-RA, JC_16126-RA	DPOGS206237-PA, DPOGS206218-PA
OG0000255	JC_08147-RA	DPOGS201291-PA
OG0000255	JC_13141-RA	DPOGS203189-PA
OG0000257	JC_11806-RA	DPOGS206965-PA
OG0000258	JC_13969-RA, JC_02615-RA, JC_15746-RA	DPOGS214473-PA
OG0000258	JC_13980-RA	DPOGS216098-PA
OG0000258	JC_13981-RA	DPOGS216099-PA
OG0000259	JC_05901-RA	DPOGS204809-PA
OG0000260	JC_15840-RA, JC_15837-RA, JC_15838-RA, JC_15841-RA, JC_15842-RA	DPOGS201723-PA
OG0000261	JC_02871-RA, JC_02870-RA, JC_05058-RA, JC_02869-RA, JC_02868-RA, JC_02866-RA, JC_02867-RA, JC_12159-RA, JC_02872-RA	DPOGS214878-PA
OG0000262	JC_12299-RA	DPOGS204048-PA
OG0000262	JC_12300-RA, JC_12301-RA	DPOGS211663-PA
OG0000264	JC_05000-RA	DPOGS211375-PA
OG0000264	JC_04988-RA	DPOGS209920-PA
OG0000265	JC_08563-RA	DPOGS201560-PA
OG0000265	JC_16263-RA	DPOGS205121-PA
OG0000266	JC_16622-RA, JC_16457-RA, JC_12572-RA, JC_04534-RA, JC_12668-RA, JC_04550-RA	DPOGS215441-PA
OG0000266	JC_03525-RA, JC_05526-RA, JC_16771-RA, JC_15643-RA, JC_13353-RA, JC_10001-RA, JC_16827-RA, JC_11080-RA, JC_04241-RA, JC_05007-RA, JC_15422-RA, JC_13972-RA, JC_04614-RA, JC_04600-RA, JC_04604-RA	DPOGS214518-PA
OG0000267	JC_14092-RA	DPOGS200654-PA
OG0000271	JC_15224-RA	DPOGS212531-PA
OG0000271	JC_15227-RA	DPOGS214893-PA, DPOGS212549-PA
OG0000272	JC_05394-RA, JC_14642-RA, JC_14238-RA	DPOGS213393-PA
OG0000273	JC_06439-RA	DPOGS210941-PA
OG0000273	JC_06311-RA	DPOGS208288-PA
OG0000274	JC_11503-RA	DPOGS208004-PA
OG0000274	JC_11500-RA	DPOGS205883-PA
OG0000275	JC_05748-RA	DPOGS209540-PA
OG0000276	JC_00750-RA	DPOGS208782-PA
OG0000276	JC_00751-RA	DPOGS204861-PA
OG0000277	JC_03571-RA	DPOGS210841-PA
OG0000277	JC_09070-RA	DPOGS210832-PA
OG0000278	JC_00785-RA, JC_00787-RA, JC_00786-RA	DPOGS215318-PA
OG0000279	JC_05108-RA, JC_05107-RA	DPOGS209948-PA
OG0000279	JC_05105-RA	DPOGS209986-PA
OG0000281	JC_03799-RA	DPOGS212111-PA
OG0000282	JC_02923-RA	DPOGS212709-PA, DPOGS208444-PA, DPOGS212779-PA, DPOGS212758-PA, DPOGS215256-PA, DPOGS215255-PA, DPOGS215254-PA, DPOGS215253-PA
OG0000283	JC_04617-RA, JC_04612-RA, JC_04613-RA	DPOGS215905-PA
OG0000284	JC_00556-RA	DPOGS204496-PA
OG0000284	JC_00554-RA	DPOGS204495-PA
OG0000285	JC_06487-RA	DPOGS207611-PA
OG0000285	JC_06490-RA, JC_06488-RA	DPOGS207613-PA
OG0000286	JC_03337-RA	DPOGS204332-PA
OG0000286	JC_03511-RA, JC_03510-RA, JC_03338-RA	DPOGS204331-PA
OG0000287	JC_11141-RA	DPOGS207226-PA
OG0000287	JC_11138-RA, JC_11140-RA	DPOGS207227-PA
OG0000287	JC_11215-RA	DPOGS206692-PA
OG0000289	JC_03268-RA	DPOGS203613-PA
OG0000289	JC_03267-RA	DPOGS203614-PA
OG0000289	JC_03266-RA	DPOGS203615-PA
OG0000290	JC_04858-RA, JC_04920-RA	DPOGS207577-PA
OG0000291	JC_03163-RA	DPOGS200311-PA
OG0000292	JC_16669-RA, JC_05029-RA, JC_05028-RA, JC_05030-RA, JC_05854-RA	DPOGS211695-PA, DPOGS207986-PA, DPOGS215422-PA
OG0000293	JC_11031-RA	DPOGS215249-PA
OG0000293	JC_06222-RA	DPOGS209424-PA
OG0000294	JC_09072-RA, JC_09075-RA, JC_09077-RA, JC_09076-RA, JC_09074-RA	DPOGS209810-PA
OG0000295	JC_13437-RA, JC_13438-RA	DPOGS212909-PA, DPOGS212917-PA, DPOGS212910-PA, DPOGS212918-PA, DPOGS212912-PA
OG0000296	JC_04274-RA	DPOGS212453-PA, DPOGS212405-PA
OG0000296	JC_04276-RA	DPOGS212406-PA
OG0000298	JC_15258-RA, JC_12839-RA	DPOGS215425-PA
OG0000298	JC_16291-RA, JC_15581-RA, JC_09881-RA, JC_12864-RA, JC_13845-RA, JC_13834-RA, JC_12865-RA, JC_03384-RA, JC_16292-RA, JC_09777-RA, JC_09880-RA, JC_12110-RA, JC_15580-RA	DPOGS205926-PA
OG0000299	JC_10008-RA	DPOGS215481-PA
OG0000302	JC_14693-RA	DPOGS200542-PA
OG0000303	JC_06686-RA	DPOGS201634-PA, DPOGS210347-PA
OG0000303	JC_06687-RA	DPOGS210346-PA
OG0000304	JC_09709-RA	DPOGS206245-PA
OG0000305	JC_13118-RA	DPOGS204976-PA
OG0000306	JC_12813-RA	DPOGS214704-PA
OG0000306	JC_12810-RA	DPOGS214757-PA
OG0000307	JC_17105-RA	DPOGS215024-PA
OG0000308	JC_10273-RA	DPOGS211787-PA
OG0000308	JC_01280-RA	DPOGS203791-PA
OG0000309	JC_10551-RA	DPOGS209502-PA
OG0000309	JC_10550-RA	DPOGS209503-PA
OG0000310	JC_01552-RA	DPOGS215703-PA
OG0000310	JC_01551-RA	DPOGS215714-PA
OG0000311	JC_10208-RA	DPOGS208412-PA
OG0000311	JC_10211-RA	DPOGS208413-PA
OG0000312	JC_10052-RA	DPOGS215930-PA
OG0000313	JC_06390-RA, JC_06391-RA	DPOGS210962-PA
OG0000314	JC_11840-RA	DPOGS207080-PA
OG0000315	JC_11325-RA	DPOGS207879-PA
OG0000315	JC_11323-RA, JC_11322-RA, JC_11321-RA	DPOGS207878-PA
OG0000316	JC_16989-RA, JC_16991-RA, JC_16990-RA	DPOGS205369-PA
OG0000316	JC_16992-RA	DPOGS205249-PA, DPOGS205367-PA
OG0000317	JC_04648-RA	DPOGS215925-PA
OG0000317	JC_04810-RA, JC_04973-RA	DPOGS205852-PA
OG0000318	JC_11716-RA, JC_11718-RA, JC_11719-RA, JC_11717-RA	DPOGS212697-PA
OG0000319	JC_15816-RA, JC_15817-RA, JC_15815-RA	DPOGS211662-PA
OG0000319	JC_15814-RA	DPOGS201210-PA, DPOGS211672-PA, DPOGS211673-PA
OG0000320	JC_09056-RA	DPOGS209878-PA
OG0000321	JC_15765-RA	DPOGS203769-PA
OG0000321	JC_15742-RA	DPOGS214501-PA
OG0000323	JC_11241-RA	DPOGS206680-PA
OG0000323	JC_11242-RA	DPOGS206679-PA
OG0000324	JC_12286-RA	DPOGS202697-PA, DPOGS204054-PA, DPOGS204055-PA, DPOGS204056-PA
OG0000325	JC_10372-RA	DPOGS214351-PA
OG0000326	JC_07703-RA	DPOGS207749-PA, DPOGS207745-PA, DPOGS207747-PA
OG0000326	JC_07706-RA	DPOGS207748-PA, DPOGS200129-PA, DPOGS207818-PA
OG0000327	JC_00415-RA, JC_00418-RA, JC_00417-RA, JC_00416-RA, JC_00414-RA	DPOGS208645-PA
OG0000328	JC_03264-RA, JC_12046-RA, JC_12043-RA, JC_12044-RA, JC_11740-RA, JC_12045-RA, JC_12047-RA	DPOGS206941-PA
OG0000329	JC_07016-RA, JC_07015-RA, JC_11696-RA	DPOGS211630-PA, DPOGS211629-PA, DPOGS211628-PA, DPOGS211655-PA, DPOGS211654-PA
OG0000330	JC_01824-RA	DPOGS212579-PA
OG0000330	JC_01826-RA	DPOGS203625-PA
OG0000330	JC_01823-RA	DPOGS212578-PA
OG0000331	JC_06641-RA	DPOGS210745-PA
OG0000333	JC_08515-RA	DPOGS207625-PA
OG0000334	JC_06557-RA	DPOGS211489-PA, DPOGS211490-PA
OG0000335	JC_07869-RA	DPOGS207435-PA
OG0000336	JC_02807-RA, JC_11111-RA, JC_02808-RA, JC_02809-RA, JC_02806-RA, JC_02805-RA	DPOGS205671-PA
OG0000337	JC_13372-RA	DPOGS214822-PA
OG0000337	JC_13374-RA	DPOGS215160-PA
OG0000341	JC_11990-RA	DPOGS206910-PA
OG0000342	JC_15480-RA	DPOGS211758-PA
OG0000345	JC_05570-RA	DPOGS209201-PA
OG0000346	JC_15564-RA	DPOGS213923-PA
OG0000347	JC_05648-RA	DPOGS215240-PA
OG0000348	JC_01499-RA, JC_12633-RA	DPOGS215744-PA
OG0000349	JC_17102-RA	DPOGS207908-PA
OG0000349	JC_17100-RA	DPOGS207909-PA
OG0000351	JC_01546-RA	DPOGS215700-PA
OG0000351	JC_01547-RA	DPOGS215701-PA
OG0000352	JC_12713-RA, JC_12714-RA	DPOGS211519-PA
OG0000353	JC_10189-RA	DPOGS214006-PA
OG0000354	JC_16055-RA	DPOGS212796-PA
OG0000354	JC_16095-RA	DPOGS212795-PA, DPOGS201057-PA
OG0000355	JC_01048-RA, JC_01045-RA, JC_01044-RA, JC_01043-RA, JC_01046-RA	DPOGS201523-PA, DPOGS201502-PA
OG0000356	JC_02473-RA	DPOGS214444-PA
OG0000356	JC_02485-RA	DPOGS202042-PA
OG0000357	JC_03991-RA, JC_14603-RA	DPOGS211374-PA
OG0000357	JC_12699-RA	DPOGS205684-PA
OG0000357	JC_15162-RA	DPOGS214967-PA
OG0000357	JC_02416-RA, JC_10045-RA, JC_11094-RA, JC_02415-RA, JC_03992-RA	DPOGS214968-PA
OG0000358	JC_12754-RA, JC_12752-RA, JC_12750-RA, JC_12751-RA	DPOGS214605-PA, DPOGS214603-PA, DPOGS214604-PA, DPOGS214600-PA, DPOGS214601-PA, DPOGS214620-PA, DPOGS214602-PA
OG0000359	JC_14243-RA	DPOGS209530-PA, DPOGS213408-PA
OG0000359	JC_14244-RA, JC_14236-RA	DPOGS209341-PA
OG0000360	JC_11726-RA, JC_11723-RA	DPOGS212760-PA, DPOGS212694-PA
OG0000360	JC_12119-RA	DPOGS212893-PA
OG0000361	JC_13684-RA, JC_13685-RA	DPOGS206576-PA
OG0000361	JC_13686-RA, JC_13687-RA, JC_13683-RA, JC_13673-RA, JC_13672-RA	DPOGS213972-PA
OG0000362	JC_06543-RA	DPOGS211583-PA
OG0000362	JC_06538-RA	DPOGS210667-PA
OG0000363	JC_11250-RA	DPOGS206620-PA, DPOGS208017-PA, DPOGS206621-PA
OG0000364	JC_12075-RA	DPOGS206986-PA
OG0000364	JC_12076-RA	DPOGS206985-PA
OG0000365	JC_13578-RA, JC_13569-RA	DPOGS215451-PA, DPOGS213997-PA, DPOGS213996-PA
OG0000366	JC_00280-RA	DPOGS204288-PA
OG0000366	JC_00279-RA	DPOGS204287-PA
OG0000367	JC_04923-RA	DPOGS211411-PA
OG0000367	JC_04925-RA, JC_04928-RA, JC_04927-RA	DPOGS211412-PA
OG0000368	JC_13492-RA, JC_17218-RA, JC_13503-RA	DPOGS214920-PA
OG0000368	JC_13491-RA, JC_13497-RA, JC_13500-RA	DPOGS214921-PA
OG0000369	JC_11565-RA, JC_11567-RA, JC_11566-RA	DPOGS206815-PA
OG0000369	JC_11564-RA	DPOGS206814-PA
OG0000370	JC_16791-RA	DPOGS215162-PA, DPOGS205343-PA, DPOGS203754-PA, DPOGS215241-PA, DPOGS205338-PA, DPOGS215510-PA, DPOGS210626-PA, DPOGS213969-PA, DPOGS203511-PA, DPOGS210770-PA, DPOGS205864-PA, DPOGS205214-PA
OG0000371	JC_08397-RA	DPOGS214231-PA, DPOGS214230-PA
OG0000371	JC_08396-RA	DPOGS214229-PA
OG0000371	JC_08402-RA, JC_08400-RA, JC_08399-RA	DPOGS214232-PA
OG0000375	JC_16821-RA, JC_16818-RA, JC_16819-RA	DPOGS205232-PA
OG0000376	JC_07796-RA, JC_07797-RA	DPOGS200816-PA
OG0000377	JC_07334-RA	DPOGS201194-PA, DPOGS201195-PA
OG0000377	JC_07329-RA	DPOGS201174-PA
OG0000378	JC_14619-RA	DPOGS213355-PA
OG0000379	JC_07321-RA, JC_07311-RA	DPOGS201170-PA
OG0000379	JC_07271-RA	DPOGS209412-PA
OG0000380	JC_16550-RA, JC_07285-RA, JC_07300-RA, JC_07286-RA, JC_07301-RA, JC_07296-RA	DPOGS201203-PA
OG0000381	JC_06832-RA	DPOGS212972-PA
OG0000381	JC_14582-RA	DPOGS213395-PA
OG0000382	JC_06770-RA	DPOGS210324-PA
OG0000382	JC_06769-RA	DPOGS210323-PA
OG0000383	JC_05692-RA	DPOGS208044-PA
OG0000383	JC_05827-RA	DPOGS215409-PA
OG0000384	JC_14360-RA	DPOGS204533-PA
OG0000384	JC_14362-RA	DPOGS204532-PA
OG0000385	JC_07766-RA, JC_07765-RA, JC_07767-RA, JC_07771-RA	DPOGS207710-PA
OG0000386	JC_12932-RA, JC_12928-RA, JC_12914-RA, JC_12926-RA, JC_12913-RA	DPOGS215181-PA, DPOGS215220-PA, DPOGS215183-PA, DPOGS215182-PA, DPOGS215188-PA, DPOGS215189-PA
OG0000387	JC_07499-RA, JC_07487-RA, JC_07492-RA	DPOGS204948-PA
OG0000387	JC_07497-RA, JC_07488-RA, JC_07493-RA, JC_07500-RA, JC_07489-RA	DPOGS204947-PA
OG0000388	JC_10107-RA	DPOGS214663-PA
OG0000388	JC_07467-RA	DPOGS200705-PA
OG0000389	JC_03471-RA, JC_03473-RA	DPOGS205741-PA
OG0000389	JC_03470-RA, JC_03469-RA	DPOGS205740-PA, DPOGS209684-PA, DPOGS213772-PA
OG0000390	JC_02521-RA	DPOGS211888-PA
OG0000391	JC_11036-RA, JC_11035-RA	DPOGS215263-PA, DPOGS215259-PA
OG0000392	JC_16440-RA, JC_16439-RA, JC_16436-RA	DPOGS209864-PA
OG0000392	JC_16441-RA, JC_16438-RA	DPOGS205427-PA
OG0000393	JC_14457-RA	DPOGS206696-PA
OG0000395	JC_10666-RA	DPOGS215469-PA
OG0000395	JC_10945-RA	DPOGS213050-PA
OG0000397	JC_05961-RA	DPOGS201079-PA, DPOGS201080-PA
OG0000398	JC_16841-RA	DPOGS215095-PA
OG0000398	JC_16839-RA	DPOGS215096-PA
OG0000399	JC_11915-RA, JC_11916-RA	DPOGS207059-PA
OG0000400	JC_05266-RA	DPOGS211749-PA
OG0000401	JC_10260-RA, JC_10256-RA, JC_10259-RA	DPOGS210162-PA
OG0000402	JC_07128-RA, JC_07130-RA, JC_07129-RA	DPOGS207301-PA
OG0000402	JC_07131-RA	DPOGS207255-PA
OG0000403	JC_04868-RA	DPOGS207566-PA, DPOGS207575-PA
OG0000404	JC_11000-RA	DPOGS200998-PA, DPOGS200997-PA
OG0000404	JC_10999-RA	DPOGS200996-PA
OG0000405	JC_02879-RA	DPOGS200756-PA
OG0000406	JC_07806-RA	DPOGS200820-PA
OG0000407	JC_13510-RA	DPOGS214910-PA
OG0000407	JC_13511-RA	DPOGS214915-PA
OG0000408	JC_00063-RA, JC_00049-RA, JC_00048-RA, JC_00047-RA, JC_00057-RA, JC_00062-RA, JC_00021-RA, JC_00019-RA	DPOGS202397-PA
OG0000409	JC_04610-RA, JC_04608-RA	DPOGS215887-PA, DPOGS215888-PA, DPOGS215889-PA
OG0000410	JC_04197-RA, JC_04193-RA, JC_04196-RA, JC_04194-RA	DPOGS202097-PA
OG0000410	JC_04198-RA	DPOGS202127-PA
OG0000413	JC_07305-RA, JC_07318-RA, JC_07316-RA, JC_07322-RA, JC_07307-RA, JC_07308-RA, JC_07319-RA, JC_07317-RA, JC_07306-RA, JC_07309-RA	DPOGS202750-PA
OG0000414	JC_14656-RA, JC_14653-RA, JC_14654-RA	DPOGS203529-PA
OG0000415	JC_16448-RA	DPOGS215141-PA
OG0000415	JC_16447-RA	DPOGS215132-PA
OG0000416	JC_00728-RA	DPOGS208826-PA
OG0000416	JC_00727-RA	DPOGS208825-PA
OG0000416	JC_00731-RA	DPOGS208827-PA
OG0000417	JC_13156-RA	DPOGS210149-PA
OG0000417	JC_13158-RA	DPOGS210150-PA
OG0000418	JC_00855-RA, JC_00838-RA	DPOGS210594-PA
OG0000419	JC_17182-RA	DPOGS214990-PA
OG0000419	JC_17183-RA	DPOGS214991-PA
OG0000420	JC_06259-RA	DPOGS208282-PA
OG0000421	JC_06861-RA	DPOGS213721-PA
OG0000423	JC_13505-RA, JC_17020-RA	DPOGS211503-PA
OG0000424	JC_12004-RA	DPOGS206914-PA
OG0000424	JC_12981-RA	DPOGS209775-PA, DPOGS201628-PA, DPOGS209774-PA
OG0000425	JC_14879-RA	DPOGS215548-PA
OG0000425	JC_14878-RA	DPOGS215549-PA
OG0000426	JC_07923-RA, JC_07922-RA, JC_07920-RA, JC_07924-RA, JC_07921-RA, JC_07925-RA	DPOGS210146-PA
OG0000427	JC_10251-RA	DPOGS208343-PA
OG0000427	JC_10252-RA	DPOGS208344-PA, DPOGS210156-PA
OG0000428	JC_02248-RA	DPOGS207180-PA
OG0000429	JC_03581-RA	DPOGS202088-PA, DPOGS202087-PA, DPOGS202077-PA, DPOGS202078-PA
OG0000429	JC_03583-RA	DPOGS212552-PA
OG0000430	JC_02231-RA	DPOGS206786-PA
OG0000430	JC_02230-RA, JC_02236-RA	DPOGS207184-PA
OG0000431	JC_14427-RA, JC_14423-RA, JC_14428-RA, JC_14429-RA	DPOGS203515-PA
OG0000432	JC_15610-RA	DPOGS216181-PA
OG0000433	JC_15970-RA	DPOGS205585-PA
OG0000434	JC_16352-RA	DPOGS204928-PA
OG0000435	JC_16300-RA	DPOGS203106-PA
OG0000436	JC_07476-RA, JC_07475-RA	DPOGS204942-PA
OG0000436	JC_07478-RA	DPOGS204937-PA
OG0000437	JC_11341-RA	DPOGS211349-PA
OG0000437	JC_11338-RA	DPOGS211348-PA, DPOGS206853-PA, DPOGS211350-PA
OG0000438	JC_06669-RA	DPOGS210673-PA
OG0000439	JC_10132-RA	DPOGS207510-PA
OG0000439	JC_10133-RA	DPOGS207511-PA
OG0000440	JC_04713-RA	DPOGS207945-PA
OG0000440	JC_04714-RA	DPOGS207944-PA
OG0000440	JC_01946-RA	DPOGS200911-PA
OG0000441	JC_09042-RA	DPOGS208926-PA
OG0000441	JC_09043-RA	DPOGS208936-PA
OG0000442	JC_10067-RA	DPOGS210439-PA, DPOGS210440-PA
OG0000442	JC_06347-RA, JC_10066-RA	DPOGS210441-PA
OG0000443	JC_16891-RA	DPOGS205206-PA
OG0000443	JC_17078-RA	DPOGS205210-PA, DPOGS214023-PA
OG0000445	JC_09215-RA	DPOGS202839-PA
OG0000445	JC_15871-RA	DPOGS212475-PA
OG0000446	JC_14283-RA	DPOGS212224-PA
OG0000447	JC_02614-RA, JC_02612-RA, JC_02611-RA, JC_02613-RA	DPOGS215997-PA
OG0000448	JC_13201-RA, JC_17213-RA, JC_13202-RA	DPOGS212022-PA
OG0000449	JC_15732-RA	DPOGS214494-PA
OG0000449	JC_15735-RA	DPOGS202482-PA
OG0000451	JC_14194-RA, JC_14192-RA, JC_14193-RA, JC_14196-RA	DPOGS201109-PA
OG0000452	JC_05327-RA	DPOGS203143-PA, DPOGS203147-PA
OG0000453	JC_04752-RA	DPOGS207973-PA, DPOGS207929-PA, DPOGS207972-PA, DPOGS207974-PA
OG0000454	JC_10849-RA	DPOGS200618-PA
OG0000455	JC_04093-RA	DPOGS205097-PA
OG0000456	JC_00361-RA	DPOGS204316-PA
OG0000457	JC_08960-RA, JC_08958-RA	DPOGS208969-PA
OG0000457	JC_08961-RA	DPOGS208970-PA
OG0000458	JC_08966-RA, JC_08967-RA	DPOGS208973-PA
OG0000460	JC_08415-RA	DPOGS214138-PA, DPOGS214137-PA
OG0000461	JC_05200-RA, JC_05201-RA, JC_05202-RA	DPOGS202587-PA, DPOGS202586-PA
OG0000462	JC_09004-RA, JC_09003-RA, JC_09001-RA, JC_09002-RA	DPOGS208899-PA
OG0000463	JC_09017-RA, JC_09016-RA	DPOGS208962-PA
OG0000463	JC_09014-RA	DPOGS208961-PA
OG0000464	JC_11038-RA	DPOGS213931-PA
OG0000464	JC_11037-RA	DPOGS213932-PA
OG0000465	JC_02862-RA	DPOGS200752-PA
OG0000465	JC_02875-RA	DPOGS200711-PA
OG0000467	JC_06564-RA	DPOGS202387-PA
OG0000467	JC_06566-RA, JC_06565-RA	DPOGS202386-PA
OG0000468	JC_00148-RA	DPOGS208678-PA, DPOGS208759-PA, DPOGS208758-PA, DPOGS208683-PA, DPOGS208681-PA
OG0000469	JC_11982-RA	DPOGS206906-PA
OG0000469	JC_08573-RA	DPOGS201860-PA
OG0000470	JC_01771-RA	DPOGS203404-PA
OG0000470	JC_01766-RA	DPOGS203405-PA
OG0000471	JC_01773-RA	DPOGS203299-PA
OG0000471	JC_01777-RA, JC_01779-RA	DPOGS203301-PA
OG0000471	JC_01774-RA	DPOGS203300-PA
OG0000472	JC_16943-RA	DPOGS203874-PA, DPOGS203896-PA, DPOGS215499-PA, DPOGS204951-PA
OG0000472	JC_03182-RA	DPOGS204850-PA
OG0000473	JC_15337-RA	DPOGS201625-PA, DPOGS201619-PA, DPOGS201624-PA, DPOGS201626-PA, DPOGS201627-PA, DPOGS216216-PA, DPOGS216213-PA
OG0000476	JC_16524-RA	DPOGS204903-PA
OG0000476	JC_16523-RA	DPOGS202393-PA
OG0000478	JC_05568-RA	DPOGS209202-PA
OG0000479	JC_05562-RA	DPOGS209208-PA
OG0000480	JC_16373-RA	DPOGS203438-PA
OG0000480	JC_16372-RA	DPOGS203452-PA
OG0000480	JC_16191-RA	DPOGS214439-PA
OG0000481	JC_02407-RA	DPOGS209287-PA
OG0000481	JC_02365-RA	DPOGS204773-PA
OG0000482	JC_06763-RA	DPOGS209509-PA
OG0000482	JC_06761-RA	DPOGS210375-PA
OG0000483	JC_16424-RA	DPOGS215134-PA, DPOGS215140-PA, DPOGS215133-PA
OG0000485	JC_02356-RA	DPOGS215283-PA, DPOGS202640-PA
OG0000487	JC_05674-RA	DPOGS202145-PA
OG0000487	JC_05958-RA, JC_05957-RA	DPOGS201275-PA
OG0000488	JC_14099-RA, JC_14109-RA, JC_14107-RA	DPOGS204786-PA, DPOGS204787-PA
OG0000489	JC_06812-RA	DPOGS212964-PA
OG0000489	JC_06803-RA	DPOGS212963-PA
OG0000490	JC_03697-RA	DPOGS207660-PA
OG0000490	JC_03696-RA	DPOGS209630-PA
OG0000491	JC_06072-RA, JC_05638-RA	DPOGS203110-PA
OG0000492	JC_04520-RA	DPOGS206328-PA
OG0000492	JC_04517-RA, JC_04518-RA	DPOGS210079-PA
OG0000493	JC_02227-RA	DPOGS206785-PA
OG0000493	JC_02223-RA, JC_02222-RA	DPOGS207189-PA
OG0000494	JC_12883-RA	DPOGS205596-PA
OG0000495	JC_06476-RA	DPOGS205961-PA
OG0000495	JC_08777-RA	DPOGS208144-PA
