Orthogroup	Vanessa_cardui	Junonia_coenia
OG0000207	Vcard_DToL17790-RA	JC_06478-RA, JC_06002-RA, JC_15318-RA, JC_10834-RA
OG0000208	Vcard_DToL06230-RA	JC_07997-RA
OG0000209	Vcard_DToL14070-RA	JC_14043-RA
OG0000209	Vcard_DToL12081-RA	JC_07069-RA
OG0000210	Vcard_DToL06539-RA	JC_09539-RA
OG0000210	Vcard_DToL06537-RA	JC_09537-RA
OG0000212	Vcard_DToL05123-RA	JC_05951-RA, JC_00130-RA
OG0000212	Vcard_DToL05122-RA	JC_04775-RA, JC_04773-RA, JC_04774-RA
OG0000213	Vcard_DToL02226-RA	JC_00444-RA
OG0000213	Vcard_DToL02222-RA	JC_00447-RA
OG0000213	Vcard_DToL02218-RA	JC_00451-RA
OG0000214	Vcard_DToL06709-RA	JC_09415-RA
OG0000215	Vcard_DToL15777-RA	JC_13463-RA
OG0000216	Vcard_DToL05432-RA, Vcard_DToL05434-RA	JC_04853-RA
OG0000218	Vcard_DToL08466-RA	JC_04200-RA, JC_04201-RA
OG0000219	Vcard_DToL15870-RA	JC_13344-RA
OG0000219	Vcard_DToL04565-RA	JC_03133-RA
OG0000219	Vcard_DToL04562-RA	JC_03136-RA, JC_03132-RA
OG0000221	Vcard_DToL05219-RA	JC_06692-RA, JC_05049-RA, JC_05043-RA, JC_05017-RA
OG0000221	Vcard_DToL05218-RA	JC_05015-RA
OG0000221	Vcard_DToL05217-RA	JC_05016-RA, JC_05042-RA
OG0000222	Vcard_DToL18695-RA	JC_16786-RA
OG0000222	Vcard_DToL18696-RA	JC_16785-RA
OG0000222	Vcard_DToL18700-RA	JC_16787-RA, JC_16688-RA, JC_16687-RA
OG0000224	Vcard_DToL10645-RA	JC_06264-RA, JC_06261-RA, JC_06255-RA, JC_06252-RA, JC_06250-RA, JC_06251-RA
OG0000229	Vcard_DToL14725-RA	JC_12374-RA
OG0000229	Vcard_DToL00962-RA	JC_01496-RA
OG0000230	Vcard_DToL18167-RA	JC_05995-RA, JC_08759-RA
OG0000232	Vcard_DToL06567-RA	JC_09629-RA
OG0000233	Vcard_DToL04978-RA	JC_04634-RA
OG0000234	Vcard_DToL17522-RA	JC_15915-RA
OG0000234	Vcard_DToL17436-RA, Vcard_DToL07659-RA, Vcard_DToL07657-RA	JC_15828-RA
OG0000235	Vcard_DToL03594-RA	JC_02586-RA
OG0000235	Vcard_DToL03595-RA	JC_02587-RA
OG0000236	Vcard_DToL11988-RA	JC_07146-RA
OG0000236	Vcard_DToL11986-RA	JC_07150-RA
OG0000237	Vcard_DToL09774-RA	JC_05873-RA
OG0000237	Vcard_DToL09775-RA	JC_05874-RA
OG0000238	Vcard_DToL08425-RA	JC_04246-RA
OG0000238	Vcard_DToL06802-RA	JC_09353-RA
OG0000239	Vcard_DToL04533-RA	JC_03168-RA
OG0000239	Vcard_DToL04531-RA	JC_03169-RA
OG0000245	Vcard_DToL15030-RA	JC_08649-RA
OG0000246	Vcard_DToL03003-RA	JC_05237-RA
OG0000247	Vcard_DToL15273-RA	JC_13116-RA
OG0000248	Vcard_DToL18456-RA	JC_16266-RA
OG0000248	Vcard_DToL18500-RA	JC_16168-RA
OG0000249	Vcard_DToL13885-RA	JC_14103-RA, JC_14102-RA, JC_14101-RA, JC_14106-RA, JC_14108-RA, JC_14105-RA, JC_14104-RA
OG0000250	Vcard_DToL18445-RA	JC_16254-RA, JC_16260-RA
OG0000254	Vcard_DToL17603-RA, Vcard_DToL17607-RA	JC_15987-RA
OG0000254	Vcard_DToL17610-RA	JC_16124-RA
OG0000254	Vcard_DToL17608-RA	JC_16125-RA, JC_16126-RA
OG0000255	Vcard_DToL15072-RA	JC_14456-RA
OG0000256	Vcard_DToL01480-RA	JC_06430-RA, JC_00700-RA
OG0000257	Vcard_DToL08160-RA	JC_11806-RA
OG0000258	Vcard_DToL13978-RA	JC_13969-RA
OG0000258	Vcard_DToL13991-RA	JC_02615-RA
OG0000258	Vcard_DToL17041-RA	JC_15746-RA
OG0000258	Vcard_DToL13992-RA	JC_13981-RA
OG0000259	Vcard_DToL09884-RA	JC_05901-RA
OG0000260	Vcard_DToL17440-RA	JC_15840-RA, JC_15837-RA, JC_15838-RA, JC_15841-RA, JC_15842-RA
OG0000262	Vcard_DToL14416-RA	JC_12298-RA
OG0000262	Vcard_DToL14415-RA	JC_12300-RA, JC_12301-RA
OG0000264	Vcard_DToL05256-RA	JC_05000-RA
OG0000264	Vcard_DToL03377-RA, Vcard_DToL05269-RA	JC_04988-RA
OG0000265	Vcard_DToL18455-RA	JC_16263-RA
OG0000271	Vcard_DToL17341-RA	JC_15224-RA
OG0000271	Vcard_DToL17340-RA	JC_15227-RA
OG0000272	Vcard_DToL16752-RA, Vcard_DToL07549-RA	JC_05394-RA, JC_14642-RA, JC_14238-RA
OG0000273	Vcard_DToL10510-RA	JC_06439-RA
OG0000273	Vcard_DToL10633-RA	JC_06311-RA
OG0000274	Vcard_DToL11340-RA	JC_11503-RA
OG0000274	Vcard_DToL11336-RA	JC_11500-RA
OG0000274	Vcard_DToL11334-RA	JC_11499-RA
OG0000276	Vcard_DToL01827-RA	JC_00750-RA
OG0000277	Vcard_DToL04081-RA	JC_03571-RA
OG0000277	Vcard_DToL07576-RA	JC_09070-RA
OG0000279	Vcard_DToL02764-RA	JC_05108-RA, JC_05107-RA
OG0000279	Vcard_DToL02763-RA	JC_05105-RA
OG0000281	Vcard_DToL08878-RA	JC_03799-RA
OG0000281	Vcard_DToL12847-RA	JC_10724-RA
OG0000283	Vcard_DToL04959-RA	JC_04617-RA
OG0000284	Vcard_DToL02093-RA	JC_00556-RA
OG0000284	Vcard_DToL02096-RA	JC_00552-RA
OG0000284	Vcard_DToL02094-RA	JC_00554-RA
OG0000285	Vcard_DToL10459-RA	JC_06487-RA
OG0000285	Vcard_DToL10455-RA	JC_06490-RA
OG0000285	Vcard_DToL10457-RA	JC_06488-RA
OG0000286	Vcard_DToL04330-RA	JC_03337-RA
OG0000286	Vcard_DToL04329-RA	JC_03511-RA, JC_03510-RA, JC_03338-RA
OG0000287	Vcard_DToL10932-RA	JC_11141-RA
OG0000287	Vcard_DToL11025-RA	JC_11215-RA
OG0000289	Vcard_DToL04403-RA	JC_03268-RA
OG0000289	Vcard_DToL04404-RA	JC_03267-RA
OG0000289	Vcard_DToL04405-RA, Vcard_DToL04406-RA	JC_03266-RA
OG0000290	Vcard_DToL05427-RA	JC_04858-RA
OG0000290	Vcard_DToL05344-RA, Vcard_DToL05345-RA	JC_04920-RA
OG0000291	Vcard_DToL04534-RA	JC_03163-RA
OG0000292	Vcard_DToL05235-RA	JC_16669-RA, JC_05029-RA, JC_05028-RA
OG0000292	Vcard_DToL10047-RA, Vcard_DToL10050-RA, Vcard_DToL10049-RA	JC_05030-RA, JC_05854-RA
OG0000293	Vcard_DToL12505-RA	JC_11031-RA
OG0000293	Vcard_DToL10707-RA	JC_06222-RA
OG0000294	Vcard_DToL07574-RA	JC_09072-RA
OG0000294	Vcard_DToL07573-RA	JC_09075-RA, JC_09077-RA, JC_09076-RA, JC_09074-RA
OG0000295	Vcard_DToL15806-RA, Vcard_DToL06941-RA	JC_13437-RA
OG0000295	Vcard_DToL15805-RA	JC_13438-RA
OG0000296	Vcard_DToL08387-RA	JC_04274-RA
OG0000296	Vcard_DToL08386-RA	JC_04276-RA
OG0000298	Vcard_DToL15206-RA	JC_16291-RA, JC_15581-RA, JC_09881-RA, JC_12864-RA, JC_13845-RA
OG0000298	Vcard_DToL09429-RA, Vcard_DToL06490-RA, Vcard_DToL14300-RA, Vcard_DToL15205-RA, Vcard_DToL01390-RA	JC_13834-RA, JC_12865-RA, JC_03384-RA, JC_16292-RA, JC_09777-RA, JC_09880-RA, JC_12110-RA, JC_15580-RA
OG0000303	Vcard_DToL12491-RA	JC_06686-RA
OG0000303	Vcard_DToL12488-RA	JC_06687-RA
OG0000304	Vcard_DToL06346-RA	JC_09709-RA
OG0000306	Vcard_DToL14929-RA	JC_12813-RA
OG0000306	Vcard_DToL14927-RA	JC_12810-RA
OG0000307	Vcard_DToL17837-RA	JC_17105-RA
OG0000308	Vcard_DToL13612-RA	JC_10273-RA
OG0000308	Vcard_DToL01223-RA	JC_01280-RA
OG0000309	Vcard_DToL13028-RA	JC_10551-RA
OG0000309	Vcard_DToL13030-RA	JC_10549-RA
OG0000309	Vcard_DToL13029-RA	JC_10550-RA
OG0000310	Vcard_DToL00886-RA	JC_01552-RA
OG0000310	Vcard_DToL00887-RA	JC_01551-RA
OG0000311	Vcard_DToL13529-RA	JC_10208-RA
OG0000312	Vcard_DToL13345-RA	JC_10052-RA
OG0000313	Vcard_DToL10560-RA	JC_06390-RA
OG0000313	Vcard_DToL10559-RA	JC_06391-RA
OG0000314	Vcard_DToL08134-RA, Vcard_DToL08135-RA	JC_11840-RA
OG0000315	Vcard_DToL11161-RA	JC_11324-RA, JC_11323-RA, JC_11322-RA, JC_11321-RA
OG0000316	Vcard_DToL18128-RA	JC_16989-RA
OG0000316	Vcard_DToL18130-RA	JC_16992-RA
OG0000317	Vcard_DToL04996-RA	JC_04648-RA
OG0000317	Vcard_DToL05169-RA	JC_04810-RA
OG0000318	Vcard_DToL08246-RA	JC_11716-RA, JC_11718-RA, JC_11719-RA, JC_11717-RA
OG0000319	Vcard_DToL17429-RA	JC_15816-RA, JC_15817-RA, JC_15815-RA
OG0000319	Vcard_DToL17428-RA	JC_15814-RA
OG0000320	Vcard_DToL05106-RA	JC_04757-RA
OG0000320	Vcard_DToL07548-RA	JC_09056-RA
OG0000321	Vcard_DToL17062-RA	JC_15765-RA
OG0000321	Vcard_DToL17036-RA	JC_15742-RA
OG0000322	Vcard_DToL15393-RA	JC_13238-RA, JC_13252-RA
OG0000322	Vcard_DToL15397-RA	JC_13245-RA, JC_13246-RA, JC_13250-RA
OG0000323	Vcard_DToL11057-RA	JC_11241-RA
OG0000323	Vcard_DToL11058-RA	JC_11242-RA
OG0000324	Vcard_DToL14429-RA	JC_12286-RA
OG0000325	Vcard_DToL13716-RA	JC_10372-RA
OG0000326	Vcard_DToL09285-RA	JC_07703-RA
OG0000326	Vcard_DToL09282-RA	JC_07706-RA
OG0000327	Vcard_DToL02261-RA	JC_00415-RA, JC_00418-RA
OG0000327	Vcard_DToL02262-RA, Vcard_DToL02264-RA	JC_00417-RA
OG0000327	Vcard_DToL02265-RA, Vcard_DToL02263-RA	JC_00416-RA, JC_00414-RA
OG0000328	Vcard_DToL07814-RA	JC_03264-RA, JC_12046-RA, JC_12043-RA, JC_12044-RA, JC_11740-RA, JC_12045-RA
OG0000328	Vcard_DToL07815-RA	JC_12047-RA
OG0000329	Vcard_DToL12152-RA	JC_07016-RA, JC_07015-RA, JC_11696-RA
OG0000330	Vcard_DToL00590-RA	JC_01826-RA
OG0000330	Vcard_DToL00591-RA	JC_01823-RA
OG0000331	Vcard_DToL10348-RA	JC_06641-RA
OG0000331	Vcard_DToL10298-RA	JC_06594-RA
OG0000333	Vcard_DToL05615-RA	JC_08515-RA
OG0000333	Vcard_DToL05617-RA	JC_08514-RA
OG0000336	Vcard_DToL03919-RA	JC_02805-RA
OG0000337	Vcard_DToL15851-RA	JC_13372-RA
OG0000337	Vcard_DToL15847-RA	JC_13374-RA
OG0000341	Vcard_DToL07962-RA	JC_11989-RA
OG0000345	Vcard_DToL03074-RA	JC_05570-RA
OG0000346	Vcard_DToL16815-RA	JC_15564-RA
OG0000348	Vcard_DToL00953-RA	JC_01499-RA
OG0000349	Vcard_DToL17833-RA, Vcard_DToL17834-RA	JC_17102-RA
OG0000349	Vcard_DToL17831-RA	JC_17100-RA
OG0000351	Vcard_DToL00894-RA	JC_01546-RA
OG0000351	Vcard_DToL00893-RA	JC_01547-RA
OG0000352	Vcard_DToL14823-RA	JC_12713-RA
OG0000352	Vcard_DToL14824-RA	JC_12714-RA
OG0000353	Vcard_DToL13506-RA	JC_10189-RA
OG0000354	Vcard_DToL17670-RA	JC_16055-RA
OG0000354	Vcard_DToL17638-RA	JC_16095-RA
OG0000355	Vcard_DToL01403-RA	JC_01048-RA, JC_01045-RA, JC_01044-RA, JC_01043-RA
OG0000356	Vcard_DToL03460-RA, Vcard_DToL03459-RA	JC_02473-RA
OG0000356	Vcard_DToL03461-RA	JC_02485-RA
OG0000357	Vcard_DToL18029-RA	JC_03991-RA, JC_14603-RA, JC_12699-RA, JC_02417-RA, JC_12702-RA
OG0000357	Vcard_DToL04295-RA	JC_02416-RA, JC_10045-RA, JC_11094-RA, JC_02415-RA
OG0000359	Vcard_DToL16355-RA	JC_14243-RA
OG0000360	Vcard_DToL08243-RA	JC_11726-RA, JC_11723-RA
OG0000360	Vcard_DToL07849-RA	JC_12119-RA
OG0000361	Vcard_DToL15553-RA	JC_13684-RA, JC_13685-RA, JC_13686-RA, JC_13687-RA, JC_13683-RA, JC_13673-RA, JC_13672-RA
OG0000362	Vcard_DToL10395-RA	JC_06544-RA
OG0000362	Vcard_DToL10402-RA	JC_06538-RA
OG0000363	Vcard_DToL11070-RA	JC_11250-RA
OG0000364	Vcard_DToL07823-RA	JC_12075-RA
OG0000364	Vcard_DToL07824-RA	JC_12076-RA
OG0000365	Vcard_DToL15622-RA	JC_13578-RA, JC_13569-RA
OG0000366	Vcard_DToL02409-RA	JC_00279-RA
OG0000367	Vcard_DToL05336-RA	JC_04925-RA
OG0000367	Vcard_DToL05340-RA	JC_04928-RA
OG0000368	Vcard_DToL15730-RA	JC_13492-RA, JC_17218-RA, JC_13503-RA
OG0000368	Vcard_DToL15731-RA	JC_13491-RA, JC_13497-RA, JC_13500-RA
OG0000369	Vcard_DToL08275-RA	JC_11567-RA, JC_11566-RA
OG0000369	Vcard_DToL08277-RA	JC_11564-RA
OG0000371	Vcard_DToL05745-RA	JC_08397-RA
OG0000371	Vcard_DToL05743-RA	JC_08402-RA
OG0000371	Vcard_DToL05744-RA	JC_08400-RA, JC_08399-RA
OG0000375	Vcard_DToL18209-RA	JC_16819-RA
OG0000377	Vcard_DToL09710-RA	JC_07334-RA
OG0000377	Vcard_DToL09717-RA	JC_07329-RA
OG0000378	Vcard_DToL16735-RA	JC_14619-RA
OG0000379	Vcard_DToL09724-RA	JC_07321-RA
OG0000379	Vcard_DToL09744-RA	JC_07271-RA
OG0000380	Vcard_DToL09739-RA	JC_16550-RA, JC_07285-RA
OG0000381	Vcard_DToL12374-RA, Vcard_DToL12375-RA	JC_06832-RA
OG0000381	Vcard_DToL16708-RA	JC_14582-RA
OG0000382	Vcard_DToL12433-RA	JC_06769-RA
OG0000383	Vcard_DToL09960-RA	JC_05692-RA
OG0000383	Vcard_DToL10073-RA	JC_05827-RA
OG0000384	Vcard_DToL16483-RA	JC_14360-RA, JC_14361-RA
OG0000384	Vcard_DToL16494-RA	JC_14362-RA
OG0000385	Vcard_DToL09219-RA	JC_07766-RA, JC_07765-RA, JC_07767-RA
OG0000385	Vcard_DToL09218-RA	JC_07771-RA
OG0000386	Vcard_DToL15019-RA	JC_12932-RA, JC_12928-RA, JC_12914-RA, JC_12926-RA, JC_12913-RA
OG0000387	Vcard_DToL09584-RA	JC_07490-RA, JC_07494-RA, JC_07501-RA, JC_07497-RA, JC_07488-RA, JC_07493-RA, JC_07500-RA, JC_07489-RA
OG0000388	Vcard_DToL13417-RA	JC_10107-RA
OG0000388	Vcard_DToL09557-RA	JC_07467-RA
OG0000389	Vcard_DToL04182-RA, Vcard_DToL04181-RA	JC_03471-RA, JC_03473-RA
OG0000390	Vcard_DToL03513-RA	JC_02521-RA
OG0000391	Vcard_DToL12495-RA	JC_11036-RA, JC_11035-RA
OG0000392	Vcard_DToL18643-RA	JC_16440-RA, JC_16439-RA, JC_16436-RA, JC_16441-RA, JC_16438-RA
OG0000393	Vcard_DToL03272-RA, Vcard_DToL07448-RA, Vcard_DToL09168-RA, Vcard_DToL06215-RA, Vcard_DToL04880-RA, Vcard_DToL13851-RA	JC_14457-RA
OG0000394	Vcard_DToL09888-RA	JC_06013-RA
OG0000395	Vcard_DToL12908-RA	JC_10666-RA
OG0000395	Vcard_DToL12605-RA	JC_10945-RA
OG0000397	Vcard_DToL09839-RA, Vcard_DToL12854-RA	JC_05961-RA
OG0000398	Vcard_DToL18214-RA	JC_16839-RA
OG0000399	Vcard_DToL07893-RA	JC_11915-RA, JC_11916-RA
OG0000400	Vcard_DToL02974-RA	JC_05266-RA
OG0000401	Vcard_DToL13577-RA	JC_10258-RA, JC_10257-RA
OG0000401	Vcard_DToL13580-RA, Vcard_DToL13578-RA, Vcard_DToL13579-RA	JC_10260-RA, JC_10256-RA, JC_10259-RA
OG0000402	Vcard_DToL12005-RA	JC_07128-RA, JC_07130-RA, JC_07129-RA
OG0000402	Vcard_DToL12004-RA	JC_07131-RA
OG0000404	Vcard_DToL12545-RA	JC_11000-RA
OG0000405	Vcard_DToL03841-RA	JC_02879-RA
OG0000406	Vcard_DToL09176-RA, Vcard_DToL09177-RA	JC_07806-RA
OG0000407	Vcard_DToL15718-RA	JC_13511-RA
OG0000408	Vcard_DToL02664-RA, Vcard_DToL02665-RA	JC_00021-RA, JC_00019-RA
OG0000414	Vcard_DToL16761-RA, Vcard_DToL16764-RA	JC_14656-RA
OG0000414	Vcard_DToL16758-RA	JC_14653-RA
OG0000414	Vcard_DToL16759-RA	JC_14654-RA
OG0000415	Vcard_DToL18624-RA	JC_16447-RA
OG0000416	Vcard_DToL01858-RA	JC_00728-RA
OG0000416	Vcard_DToL01857-RA	JC_00731-RA
OG0000417	Vcard_DToL15317-RA	JC_13156-RA
OG0000417	Vcard_DToL15318-RA	JC_13158-RA
OG0000418	Vcard_DToL01706-RA	JC_00855-RA, JC_00838-RA
OG0000419	Vcard_DToL17812-RA	JC_17182-RA
OG0000419	Vcard_DToL17816-RA	JC_17183-RA
OG0000423	Vcard_DToL17913-RA	JC_13505-RA
OG0000424	Vcard_DToL07774-RA	JC_12004-RA
OG0000424	Vcard_DToL15087-RA	JC_12981-RA
OG0000425	Vcard_DToL16068-RA	JC_14879-RA
OG0000426	Vcard_DToL06327-RA, Vcard_DToL06326-RA, Vcard_DToL06325-RA, Vcard_DToL06328-RA	JC_07923-RA, JC_07922-RA, JC_07920-RA, JC_07924-RA, JC_07921-RA, JC_07925-RA
OG0000427	Vcard_DToL13565-RA	JC_10251-RA
OG0000427	Vcard_DToL13568-RA	JC_10252-RA
OG0000428	Vcard_DToL00089-RA	JC_02248-RA
OG0000429	Vcard_DToL04094-RA	JC_03581-RA
OG0000430	Vcard_DToL00101-RA	JC_02231-RA
OG0000430	Vcard_DToL00093-RA	JC_02236-RA
OG0000431	Vcard_DToL16583-RA	JC_14428-RA
OG0000431	Vcard_DToL16573-RA	JC_14429-RA
OG0000433	Vcard_DToL08670-RA	JC_15970-RA
OG0000434	Vcard_DToL18373-RA, Vcard_DToL18288-RA	JC_16352-RA
OG0000435	Vcard_DToL18260-RA	JC_16300-RA
OG0000436	Vcard_DToL09571-RA	JC_07476-RA, JC_07475-RA
OG0000436	Vcard_DToL09572-RA	JC_07478-RA
OG0000437	Vcard_DToL11176-RA	JC_11341-RA
OG0000437	Vcard_DToL11177-RA, Vcard_DToL11178-RA	JC_11338-RA
OG0000438	Vcard_DToL10384-RA, Vcard_DToL12421-RA, Vcard_DToL12420-RA, Vcard_DToL04191-RA	JC_06669-RA
OG0000439	Vcard_DToL13442-RA, Vcard_DToL13444-RA	JC_10132-RA
OG0000439	Vcard_DToL13443-RA	JC_10133-RA
OG0000440	Vcard_DToL05067-RA	JC_04714-RA
OG0000440	Vcard_DToL00354-RA	JC_01946-RA
OG0000441	Vcard_DToL07528-RA	JC_09042-RA
OG0000441	Vcard_DToL07529-RA	JC_09043-RA
OG0000442	Vcard_DToL13368-RA, Vcard_DToL13370-RA	JC_10067-RA
OG0000442	Vcard_DToL13367-RA	JC_06347-RA, JC_10066-RA
OG0000443	Vcard_DToL18168-RA	JC_16891-RA
OG0000443	Vcard_DToL17970-RA	JC_03945-RA
OG0000443	Vcard_DToL17969-RA	JC_17078-RA
OG0000445	Vcard_DToL07002-RA	JC_09215-RA
OG0000445	Vcard_DToL17480-RA	JC_15871-RA
OG0000446	Vcard_DToL16379-RA, Vcard_DToL16382-RA	JC_14285-RA
OG0000446	Vcard_DToL16381-RA	JC_14283-RA
OG0000447	Vcard_DToL03625-RA	JC_02614-RA
OG0000447	Vcard_DToL03622-RA	JC_02611-RA
OG0000448	Vcard_DToL15358-RA	JC_13201-RA
OG0000448	Vcard_DToL15357-RA	JC_17213-RA
OG0000448	Vcard_DToL15359-RA	JC_13202-RA
OG0000449	Vcard_DToL17018-RA, Vcard_DToL17017-RA, Vcard_DToL17019-RA	JC_15732-RA
OG0000449	Vcard_DToL17015-RA	JC_15735-RA, JC_15734-RA
OG0000451	Vcard_DToL16309-RA	JC_14194-RA, JC_14192-RA
OG0000451	Vcard_DToL16310-RA	JC_14196-RA
OG0000452	Vcard_DToL02913-RA, Vcard_DToL02887-RA, Vcard_DToL02897-RA, Vcard_DToL02885-RA, Vcard_DToL02910-RA, Vcard_DToL02918-RA, Vcard_DToL02911-RA, Vcard_DToL02900-RA, Vcard_DToL02893-RA	JC_05327-RA
OG0000453	Vcard_DToL05102-RA, Vcard_DToL05101-RA	JC_04752-RA
OG0000454	Vcard_DToL12705-RA	JC_10849-RA
OG0000455	Vcard_DToL08600-RA	JC_04093-RA
OG0000456	Vcard_DToL02320-RA	JC_00361-RA
OG0000457	Vcard_DToL07418-RA	JC_08958-RA
OG0000458	Vcard_DToL07438-RA	JC_08966-RA
OG0000458	Vcard_DToL07437-RA	JC_08967-RA
OG0000460	Vcard_DToL05726-RA	JC_08415-RA
OG0000461	Vcard_DToL03041-RA	JC_05201-RA
OG0000461	Vcard_DToL03043-RA, Vcard_DToL03042-RA	JC_05202-RA
OG0000462	Vcard_DToL07485-RA	JC_09001-RA
OG0000462	Vcard_DToL07487-RA	JC_09002-RA
OG0000463	Vcard_DToL07502-RA	JC_09017-RA, JC_09016-RA
OG0000463	Vcard_DToL07500-RA	JC_09014-RA
OG0000464	Vcard_DToL12530-RA	JC_11038-RA
OG0000464	Vcard_DToL12528-RA	JC_11037-RA
OG0000465	Vcard_DToL03853-RA	JC_02862-RA, JC_02874-RA, JC_02875-RA
OG0000467	Vcard_DToL10266-RA	JC_06564-RA
OG0000468	Vcard_DToL02592-RA, Vcard_DToL02590-RA	JC_00148-RA
OG0000469	Vcard_DToL07972-RA	JC_11982-RA
OG0000469	Vcard_DToL05541-RA	JC_08573-RA
OG0000470	Vcard_DToL00673-RA	JC_01771-RA
OG0000470	Vcard_DToL00667-RA	JC_01772-RA, JC_01767-RA, JC_01766-RA
OG0000471	Vcard_DToL00674-RA	JC_01773-RA
OG0000471	Vcard_DToL00680-RA	JC_01779-RA
OG0000471	Vcard_DToL00676-RA	JC_01774-RA
OG0000476	Vcard_DToL18688-RA	JC_16523-RA
OG0000478	Vcard_DToL03076-RA	JC_05568-RA
OG0000479	Vcard_DToL03082-RA	JC_05562-RA
OG0000480	Vcard_DToL18283-RA	JC_16372-RA
OG0000480	Vcard_DToL18550-RA	JC_16191-RA
OG0000481	Vcard_DToL03319-RA	JC_02407-RA
OG0000481	Vcard_DToL03356-RA	JC_02367-RA
OG0000482	Vcard_DToL02098-RA	JC_06763-RA
OG0000482	Vcard_DToL12435-RA	JC_06762-RA
OG0000485	Vcard_DToL03368-RA	JC_02356-RA
OG0000487	Vcard_DToL09984-RA	JC_05674-RA, JC_05958-RA, JC_05957-RA
OG0000488	Vcard_DToL13883-RA, Vcard_DToL13884-RA	JC_14099-RA, JC_14109-RA, JC_14107-RA
OG0000489	Vcard_DToL12399-RA	JC_06812-RA
OG0000489	Vcard_DToL12402-RA, Vcard_DToL12401-RA	JC_06803-RA
OG0000490	Vcard_DToL09008-RA	JC_03697-RA
OG0000490	Vcard_DToL09010-RA, Vcard_DToL09011-RA	JC_03696-RA
OG0000491	Vcard_DToL10226-RA	JC_06072-RA
OG0000491	Vcard_DToL10016-RA	JC_05638-RA
OG0000492	Vcard_DToL04790-RA, Vcard_DToL04787-RA	JC_04520-RA, JC_04517-RA, JC_04518-RA
OG0000493	Vcard_DToL00106-RA	JC_02227-RA
OG0000493	Vcard_DToL00109-RA	JC_02223-RA
OG0000493	Vcard_DToL00110-RA	JC_02222-RA
OG0000495	Vcard_DToL10469-RA	JC_06476-RA
OG0000495	Vcard_DToL07205-RA	JC_08777-RA
OG0000496	Vcard_DToL10587-RA	JC_06364-RA
OG0000496	Vcard_DToL10586-RA	JC_06365-RA
OG0000497	Vcard_DToL12346-RA	JC_06860-RA
OG0000497	Vcard_DToL12347-RA, Vcard_DToL12348-RA	JC_06858-RA
OG0000499	Vcard_DToL12334-RA, Vcard_DToL12333-RA	JC_06903-RA, JC_06904-RA
OG0000502	Vcard_DToL18105-RA	JC_16953-RA
OG0000502	Vcard_DToL18085-RA	JC_16925-RA
OG0000503	Vcard_DToL16452-RA	JC_14330-RA
OG0000504	Vcard_DToL15976-RA	JC_14976-RA
OG0000506	Vcard_DToL13390-RA	JC_10081-RA
OG0000507	Vcard_DToL06033-RA	JC_08174-RA
OG0000508	Vcard_DToL03575-RA	JC_02568-RA, JC_02569-RA
OG0000508	Vcard_DToL03574-RA	JC_02566-RA
OG0000509	Vcard_DToL16030-RA	JC_14913-RA, JC_14912-RA
OG0000509	Vcard_DToL16029-RA	JC_14914-RA
OG0000510	Vcard_DToL16983-RA	JC_15702-RA
OG0000510	Vcard_DToL16985-RA	JC_15703-RA
OG0000511	Vcard_DToL13296-RA	JC_10009-RA
OG0000512	Vcard_DToL06485-RA	JC_09491-RA
OG0000512	Vcard_DToL06486-RA	JC_09493-RA, JC_09494-RA
OG0000513	Vcard_DToL07929-RA	JC_11693-RA
OG0000514	Vcard_DToL02108-RA	JC_00545-RA
OG0000514	Vcard_DToL02109-RA	JC_00544-RA
OG0000514	Vcard_DToL02105-RA	JC_00546-RA
OG0000516	Vcard_DToL10179-RA, Vcard_DToL10177-RA, Vcard_DToL10168-RA	JC_05716-RA, JC_05717-RA
OG0000517	Vcard_DToL05086-RA	JC_04737-RA
OG0000517	Vcard_DToL05085-RA	JC_04736-RA
OG0000517	Vcard_DToL05083-RA	JC_04732-RA
OG0000518	Vcard_DToL13181-RA	JC_09863-RA
OG0000519	Vcard_DToL13186-RA	JC_09873-RA, JC_09878-RA
OG0000520	Vcard_DToL07839-RA	JC_12095-RA
OG0000520	Vcard_DToL12048-RA	JC_07094-RA
OG0000521	Vcard_DToL17314-RA	JC_15284-RA
OG0000521	Vcard_DToL17315-RA	JC_15285-RA
OG0000521	Vcard_DToL17316-RA	JC_15302-RA
OG0000522	Vcard_DToL10441-RA	JC_06504-RA
OG0000522	Vcard_DToL10444-RA	JC_06503-RA
OG0000523	Vcard_DToL09495-RA	JC_07537-RA
OG0000524	Vcard_DToL12126-RA, Vcard_DToL12124-RA	JC_16650-RA, JC_14611-RA, JC_00353-RA
OG0000525	Vcard_DToL16174-RA	JC_14776-RA, JC_14771-RA, JC_14769-RA, JC_14775-RA, JC_14772-RA, JC_14770-RA
OG0000526	Vcard_DToL07777-RA	JC_12008-RA, JC_12006-RA, JC_12007-RA
OG0000527	Vcard_DToL05712-RA	JC_08426-RA
OG0000527	Vcard_DToL05715-RA, Vcard_DToL05716-RA	JC_08424-RA
OG0000528	Vcard_DToL18018-RA	JC_17220-RA, JC_17013-RA, JC_17222-RA, JC_17014-RA
OG0000529	Vcard_DToL13728-RA	JC_10378-RA
OG0000530	Vcard_DToL12561-RA	JC_10986-RA
OG0000531	Vcard_DToL12100-RA, Vcard_DToL12098-RA, Vcard_DToL12099-RA	JC_07058-RA
