Orthogroup	Heliconius_melpomene_melpomene	Bicyclus_anynana
OG0004283	HMEL007604-RA	Bany_11655-RA, Bany_11656-RA
OG0004284	HMEL033006g1.t1	Bany_03944-RA, Bany_03942-RA
OG0004285	HMEL015630g1.t1	Bany_01440-RA
OG0004286	HMEL030822g1.t1	Bany_04811-RA
OG0004287	HMEL035493g1.t1, HMEL038169g1.t1	Bany_07587-RA
OG0004288	HMEL016333g1.t1	Bany_14024-RA
OG0004289	HMEL016695g1.t1	Bany_05611-RA
OG0004290	HMEL012511g1.t1	Bany_04813-RA, Bany_04931-RA
OG0004291	HMEL015628g1.t1	Bany_01442-RA, Bany_01447-RA
OG0004292	HMEL015388g1.t1	Bany_02335-RA
OG0004293	HMEL017560g1.t1	Bany_09050-RA
OG0004294	HMEL006796g1.t1	Bany_03954-RA
OG0004295	HMEL033804g1.t1	Bany_05616-RA
OG0004296	HMEL011342g1.t1	Bany_14699-RA
OG0004297	HMEL003901g1.t1	Bany_12158-RA
OG0004298	HMEL014939g1.t1	Bany_15827-RA
OG0004300	HMEL031636g1.t1	Bany_09053-RA
OG0004301	HMEL011348g1.t1	Bany_14705-RA
OG0004302	HMEL003900g1.t1	Bany_12160-RA
OG0004303	HMEL007041g1.t1	Bany_10964-RA
OG0004304	HMEL031640g1.t1	Bany_09058-RA
OG0004305	HMEL008775g1.t1	Bany_07598-RA
OG0004306	HMEL011349g1.t1	Bany_14706-RA
OG0004307	HMEL013144g1.t1	Bany_18098-RA
OG0004308	HMEL007053g1.t1	Bany_01455-RA
OG0004309	HMEL015003g1.t1	Bany_07018-RA
OG0004311	HMEL016704g1.t1	Bany_05623-RA
OG0004312	HMEL031645g1.t1	Bany_09064-RA
OG0004313	HMEL003895g1.t1	Bany_12170-RA
OG0004314	HMEL016330g1.t1	Bany_14029-RA
OG0004315	HMEL003894g1.t1	Bany_12172-RA
OG0004316	HMEL011356g1.t1	Bany_14716-RA
OG0004317	HMEL004782g1.t1	Bany_11668-RA
OG0004318	HMEL032096g1.t1	Bany_16815-RA
OG0004319	HMEL003892g1.t1	Bany_12176-RA
OG0004320	HMEL006790g1.t1	Bany_03959-RA, Bany_03958-RA
OG0004321	HMEL012308g1.t1	Bany_13442-RA
OG0004322	HMEL003281g1.t1, HMEL017164g1.t1	Bany_02340-RA
OG0004323	HMEL010777g1.t1	Bany_02342-RA
OG0004324	HMEL020039g1.t1	Bany_15251-RA, Bany_11673-RA
OG0004325	HMEL004702g1.t1	Bany_03142-RA, Bany_03141-RA
OG0004326	HMEL012517g1.t1	Bany_04824-RA
OG0004327	HMEL003890g1.t1	Bany_12181-RA
OG0004328	HMEL002389g1.t1	Bany_04826-RA
OG0004329	HMEL006827g1.t1	Bany_05626-RA
OG0004330	HMEL035184g1.t1	Bany_03144-RA
OG0004331	HMEL033299g1.t1	Bany_01467-RA
OG0004332	HMEL008878g1.t1	Bany_08366-RA
OG0004334	HMEL006583g1.t1	Bany_06343-RA
OG0004335	HMEL009569g1.t1	Bany_06345-RA
OG0004336	HMEL030658g1.t1	Bany_02348-RA, Bany_02349-RA
OG0004337	HMEL014359g1.t1	Bany_01480-RA
OG0004338	HMEL012301g1.t1	Bany_13452-RA, Bany_13453-RA
OG0004339	HMEL038133g1.t1, HMEL038134g1.t1	Bany_09763-RA
OG0004340	HMEL015018g1.t1	Bany_17337-RA
OG0004341	HMEL031089g1.t1, HMEL031088g1.t1	Bany_00541-RA
OG0004342	HMEL008899g1.t1	Bany_12191-RA, Bany_12192-RA
OG0004343	HMEL030657g1.t1	Bany_02356-RA
OG0004344	HMEL032102g1.t1	Bany_16827-RA
OG0004345	HMEL011725g1.t1	Bany_00545-RA
OG0004346	HMEL017810g1.t1	Bany_15269-RA
OG0004347	HMEL015013g1.t1	Bany_17342-RA
OG0004348	HMEL005885g1.t1	Bany_05642-RA, Bany_05641-RA
OG0004349	HMEL031092g1.t1	Bany_00548-RA
OG0004350	HMEL010215g1.t1	Bany_13462-RA
OG0004351	HMEL038141g1.t1	Bany_09770-RA, Bany_09769-RA
OG0004352	HMEL012136g1.t1	Bany_15274-RA
OG0004353	HMEL013477g1.t1	Bany_07617-RA
OG0004354	HMEL015008g1.t1	Bany_17348-RA
OG0004355	HMEL002069g1.t1	Bany_16838-RA
OG0004356	HMEL005890g1.t1	Bany_05651-RA
OG0004357	HMEL011733g1.t1	Bany_00550-RA, Bany_00551-RA
OG0004358	HMEL022527g1.t1, HMEL037059g1.t1	Bany_12207-RA
OG0004359	HMEL013474g1.t1	Bany_07621-RA
OG0004360	HMEL011969g1.t1	Bany_09080-RA
OG0004361	HMEL017400g1.t1	Bany_14036-RA
OG0004362	HMEL014863g1.t1, HMEL032090g1.t1	Bany_16841-RA
OG0004363	HMEL014369g1.t1	Bany_01496-RA
OG0004364	HMEL032333g1.t1	Bany_11693-RA
OG0004365	HMEL005109g1.t1	Bany_06351-RA
OG0004366	HMEL011974g1.t1	Bany_09092-RA
OG0004367	HMEL031095g1.t1	Bany_00559-RA
OG0004368	HMEL008784g1.t1	Bany_07631-RA
OG0004369	HMEL007591g1.t1	Bany_02360-RA
OG0004370	HMEL004956g1.t1	Bany_09782-RA
OG0004371	HMEL021748g1.t1	Bany_14737-RA, Bany_14738-RA
OG0004372	HMEL004954g1.t1	Bany_09785-RA
OG0004373	HMEL013806g1.t1, HMEL007690g1.t1	Bany_10979-RA
OG0004374	HMEL011747g1.t1	Bany_00567-RA
OG0004375	HMEL006686g1.t1	Bany_09789-RA
OG0004376	HMEL037067g1.t1	Bany_12233-RA
OG0004377	HMEL031096g1.t1	Bany_00569-RA
OG0004378	HMEL031097g1.t1	Bany_00570-RA
OG0004379	HMEL016527g1.t1	Bany_15295-RA
OG0004380	HMEL016459g1.t1	Bany_05678-RA
OG0004381	HMEL002819g1.t1	Bany_07638-RA
OG0004382	HMEL011753g1.t1, HMEL011752g1.t1	Bany_00573-RA
OG0004383	HMEL006079g1.t1	Bany_02368-RA
OG0004384	HMEL002408g1.t1	Bany_14049-RA
OG0004385	HMEL034779g1.t1, HMEL004382g1.t1, HMEL012630g1.t1	Bany_06364-RA
OG0004386	HMEL002403g1.t1	Bany_14055-RA
OG0004387	HMEL036346g1.t1	Bany_15299-RA
OG0004388	HMEL003401g1.t1, HMEL035099g1.t1	Bany_07036-RA
OG0004389	HMEL033710g1.t1	Bany_05680-RA
OG0004390	HMEL037630g1.t1	Bany_14057-RA
OG0004391	HMEL009848g1.t1	Bany_08393-RA, Bany_08390-RA
OG0004392	HMEL030800g1.t1	Bany_04845-RA, Bany_04848-RA
OG0004393	HMEL011761g1.t1	Bany_00580-RA
OG0004394	HMEL004642g1.t1	Bany_17367-RA
OG0004395	HMEL015650g1.t1	Bany_10354-RA
OG0004396	HMEL005943g1.t1	Bany_04849-RA
OG0004397	HMEL004646g1.t1	Bany_17371-RA
OG0004401	HMEL016535g1.t1	Bany_15307-RA
OG0004402	HMEL034245g1.t1	Bany_15873-RA
OG0004403	HMEL010372g1.t1	Bany_07657-RA
OG0004404	HMEL016404g1.t1	Bany_10360-RA
OG0004406	HMEL009973g1.t1	Bany_16864-RA
OG0004407	HMEL031975g1.t1	Bany_10362-RA
OG0004408	HMEL005936g1.t1	Bany_04857-RA
OG0004409	HMEL031103g1.t1	Bany_00583-RA
OG0004410	HMEL031977g1.t1	Bany_10364-RA
OG0004411	HMEL031973g1.t1	Bany_10366-RA
OG0004412	HMEL016401g1.t1	Bany_10367-RA
OG0004413	HMEL031663g1.t1	Bany_09120-RA
OG0004414	HMEL014678g1.t1	Bany_12249-RA
OG0004415	HMEL015302g1.t1	Bany_09126-RA
OG0004416	HMEL037628g1.t1	Bany_14063-RA
OG0004417	HMEL014204g1.t1	Bany_15879-RA
OG0004418	HMEL003343g1.t1	Bany_00591-RA
OG0004419	HMEL006095-RA	Bany_17381-RA
OG0004420	HMEL021517g1.t1	Bany_10993-RA
OG0004421	HMEL003345g1.t1	Bany_00594-RA
OG0004422	HMEL003346-RA	Bany_00595-RA
OG0004423	HMEL007028g1.t1	Bany_02378-RA, Bany_02379-RA
OG0004424	HMEL006643g1.t1	Bany_14069-RA
OG0004425	HMEL003347g1.t1	Bany_00596-RA
OG0004426	HMEL033371g1.t1	Bany_01636-RA, Bany_01523-RA
OG0004427	HMEL015959g1.t1	Bany_04878-RA
OG0004428	HMEL014036g1.t1	Bany_01524-RA
OG0004431	HMEL031065g1.t1	Bany_00602-RA
OG0004432	HMEL035535g1.t1, HMEL035537g1.t1	Bany_07670-RA
OG0004433	HMEL032351g1.t1	Bany_11717-RA, Bany_11716-RA
OG0004434	HMEL008175g1.t1	Bany_09805-RA
OG0004435	HMEL006633g1.t1	Bany_14083-RA
OG0004436	HMEL008178g1.t1	Bany_09808-RA
OG0004438	HMEL006416g1.t1	Bany_16909-RA
OG0004439	HMEL008180g1.t1	Bany_09811-RA
OG0004440	HMEL008183g1.t1	Bany_09812-RA
OG0004441	HMEL015634g1.t1	Bany_03997-RA
OG0004442	HMEL007237g1.t1	Bany_07872-RA, Bany_17400-RA
OG0004443	HMEL036819g1.t1	Bany_14772-RA, Bany_14768-RA
OG0004444	HMEL008185g1.t1	Bany_09819-RA
OG0004445	HMEL016413g1.t1	Bany_04012-RA
OG0004446	HMEL014995g1.t1	Bany_07058-RA
OG0004447	HMEL007496g1.t1	Bany_14776-RA, Bany_14774-RA
OG0004448	HMEL004613g1.t1	Bany_11730-RA
OG0004449	HMEL033016g1.t1	Bany_04015-RA
OG0004450	HMEL014196g1.t1	Bany_15889-RA
OG0004451	HMEL003967g1.t1	Bany_03182-RA
OG0004452	HMEL037075g1.t1	Bany_12264-RA
OG0004453	HMEL011370g1.t1	Bany_04019-RA
OG0004454	HMEL015002g1.t1	Bany_07066-RA
OG0004455	HMEL014191g1.t1	Bany_15896-RA
OG0004456	HMEL008188g1.t1	Bany_09827-RA
OG0004457	HMEL006305-RA	Bany_14097-RA
OG0004458	HMEL003620g1.t1	Bany_14781-RA
OG0004459	HMEL015610-RA, HMEL015784-RA	Bany_12269-RA
OG0004460	HMEL014190g1.t1	Bany_15899-RA
OG0004461	HMEL011850g1.t1, HMEL032306g1.t1	Bany_11747-RA
OG0004462	HMEL015194g1.t1	Bany_00624-RA
OG0004463	HMEL017720g1.t1	Bany_05688-RA
OG0004464	HMEL015195g1.t1	Bany_00625-RA
OG0004465	HMEL032307g1.t1	Bany_11759-RA
OG0004466	HMEL031956g1.t1	Bany_10381-RA
OG0004467	HMEL017706g1.t1	Bany_05701-RA
OG0004468	HMEL010212g1.t1	Bany_13503-RA
OG0004469	HMEL015325g1.t1	Bany_09153-RA
OG0004470	HMEL005059-RA	Bany_15901-RA, Bany_15902-RA
OG0004471	HMEL036021g1.t1	Bany_11007-RA
OG0004472	HMEL015201g1.t1	Bany_00633-RA
OG0004473	HMEL002113g1.t1	Bany_01561-RA
OG0004474	HMEL015943g1.t1	Bany_04891-RA
OG0004475	HMEL017701g1.t1	Bany_05704-RA
OG0004476	HMEL005057g1.t1	Bany_15904-RA
OG0004477	HMEL005261g1.t1	Bany_07073-RA
OG0004478	HMEL004249g1.t1	Bany_02399-RA
OG0004479	HMEL036830g1.t1	Bany_14800-RA, Bany_07766-RA
OG0004480	HMEL038173g1.t1	Bany_09854-RA
OG0004481	HMEL035918g1.t1, HMEL037618g1.t1	Bany_14132-RA
OG0004482	HMEL022163g1.t1	Bany_14810-RA
OG0004483	HMEL004479g1.t1	Bany_09862-RA
OG0004484	HMEL012085g1.t1	Bany_07697-RA, Bany_07699-RA
OG0004485	HMEL002385g1.t1	Bany_03193-RA
OG0004486	HMEL015932g1.t1	Bany_04904-RA
OG0004488	HMEL013721g1.t1	Bany_14813-RA
OG0004489	HMEL036847g1.t1	Bany_14817-RA
OG0004490	HMEL004482g1.t1	Bany_09870-RA
OG0004491	HMEL011284g1.t1	Bany_07087-RA
OG0004492	HMEL006649g1.t1	Bany_14145-RA
OG0004493	HMEL011286g1.t1	Bany_07089-RA
OG0004494	HMEL008670g1.t1	Bany_01575-RA
OG0004495	HMEL011287g1.t1	Bany_07090-RA
OG0004496	HMEL017428g1.t1	Bany_15352-RA
OG0004497	HMEL032716g1.t1	Bany_08438-RA
OG0004498	HMEL037093g1.t1	Bany_12296-RA
OG0004499	HMEL012185g1.t1	Bany_13510-RA
OG0004500	HMEL007756g1.t1	Bany_03201-RA
OG0004501	HMEL013385g1.t1	Bany_14158-RA
OG0004502	HMEL037720g1.t1	Bany_14159-RA
OG0004503	HMEL014382g1.t1	Bany_01582-RA
OG0004504	HMEL034169g1.t1, HMEL009683g1.t1	Bany_15935-RA
OG0004505	HMEL009306g1.t1	Bany_06394-RA
OG0004506	HMEL009305g1.t1	Bany_06395-RA
OG0004507	HMEL003316g1.t1	Bany_00655-RA
OG0004508	HMEL007868g1.t1	Bany_09893-RA
OG0004509	HMEL003318g1.t1, HMEL031738g1.t1	Bany_00658-RA
OG0004510	HMEL007869g1.t1	Bany_09894-RA
OG0004511	HMEL008419g1.t1	Bany_09180-RA
OG0004512	HMEL011404g1.t1	Bany_04079-RA
OG0004513	HMEL015463g1.t1	Bany_01596-RA
OG0004514	HMEL037781g1.t1	Bany_08446-RA
OG0004515	HMEL015464g1.t1	Bany_01597-RA
OG0004516	HMEL031682g1.t1	Bany_09183-RA
OG0004517	HMEL011406g1.t1	Bany_04062-RA
OG0004518	HMEL031054g1.t1	Bany_00662-RA
OG0004519	HMEL008630g1.t1	Bany_10394-RA
OG0004520	HMEL006363g1.t1	Bany_08448-RA
OG0004521	HMEL033944g1.t1, HMEL015468g1.t1	Bany_01601-RA
OG0004522	HMEL037779g1.t1	Bany_08450-RA
OG0004524	HMEL035222g1.t1	Bany_03208-RA
OG0004525	HMEL008423g1.t1	Bany_09186-RA
OG0004526	HMEL011413g1.t1	Bany_04069-RA
OG0004527	HMEL008422g1.t1	Bany_09187-RA
OG0004528	HMEL007079g1.t1	Bany_11037-RA
OG0004529	HMEL013484g1.t1, HMEL020357g1.t1	Bany_08452-RA
OG0004530	HMEL016172g1.t1	Bany_11039-RA
OG0004531	HMEL011296g1.t1	Bany_07106-RA
OG0004532	HMEL002905-RA	Bany_02410-RA
OG0004533	HMEL013766g1.t1	Bany_13517-RA
OG0004534	HMEL002903-RA	Bany_02413-RA
OG0004535	HMEL017444g1.t1	Bany_15367-RA
OG0004536	HMEL003649g1.t1	Bany_06422-RA
OG0004538	HMEL007304-RA	Bany_04919-RA
OG0004539	HMEL035564g1.t1	Bany_07714-RA
OG0004540	HMEL020200g1.t1	Bany_11045-RA
OG0004541	HMEL012227g1.t1, HMEL005994g1.t1	Bany_06428-RA
OG0004542	HMEL013037g1.t1	Bany_09195-RA
OG0004543	HMEL030632g1.t1	Bany_02424-RA
OG0004544	HMEL015292g1.t1	Bany_00669-RA
OG0004545	HMEL015291g1.t1	Bany_00670-RA
OG0004546	HMEL002886g1.t1	Bany_02427-RA
OG0004547	HMEL030027g1.t1	Bany_07113-RA
OG0004548	HMEL002889g1.t1	Bany_02429-RA
OG0004549	HMEL015289g1.t1	Bany_00673-RA
OG0004550	HMEL003801g1.t1	Bany_07116-RA
OG0004551	HMEL005050g1.t1	Bany_03226-RA
OG0004552	HMEL005049-RA, HMEL005427-RA	Bany_03227-RA
OG0004553	HMEL004268g1.t1	Bany_01607-RA
OG0004554	HMEL003860g1.t1	Bany_15977-RA
OG0004555	HMEL006623g1.t1	Bany_14169-RA
OG0004556	HMEL037711g1.t1	Bany_14170-RA
OG0004557	HMEL017386g1.t1	Bany_10420-RA
OG0004558	HMEL015482g1.t1	Bany_12328-RA
OG0004559	HMEL011419g1.t1	Bany_04082-RA
OG0004561	HMEL022224g1.t1	Bany_11810-RA
OG0004562	HMEL002917g1.t1	Bany_08465-RA
OG0004563	HMEL002973g1.t1	Bany_07123-RA, Bany_07124-RA
OG0004564	HMEL015282g1.t1	Bany_00679-RA
OG0004565	HMEL008818g1.t1	Bany_07726-RA
OG0004566	HMEL014591g1.t1	Bany_11813-RA
OG0004567	HMEL014289g1.t1	Bany_13546-RA
OG0004568	HMEL034706g1.t1	Bany_06432-RA
OG0004569	HMEL032329g1.t1	Bany_11818-RA
OG0004570	HMEL016636g1.t1	Bany_07731-RA
OG0004571	HMEL003759g1.t1	Bany_06435-RA
OG0004572	HMEL002041g1.t1	Bany_08474-RA
OG0004573	HMEL002876-RA	Bany_02440-RA
OG0004574	HMEL001034g1.t1	Bany_15984-RA
OG0004575	HMEL030023g1.t1	Bany_07133-RA
OG0004576	HMEL009850g1.t1	Bany_11059-RA
OG0004577	HMEL014298g1.t1	Bany_13555-RA
OG0004578	HMEL034215g1.t1	Bany_15989-RA
OG0004579	HMEL010633g1.t1	Bany_01622-RA
OG0004580	HMEL037741g1.t1	Bany_14187-RA
OG0004581	HMEL015271g1.t1	Bany_00694-RA
OG0004582	HMEL016632g1.t1	Bany_07735-RA
OG0004583	HMEL031034g1.t1	Bany_00696-RA
OG0004584	HMEL035240g1.t1	Bany_03243-RA
OG0004585	HMEL011426g1.t1	Bany_04093-RA
OG0004587	HMEL016628-RA	Bany_07738-RA
OG0004588	HMEL006290g1.t1	Bany_06443-RA, Bany_06442-RA
OG0004589	HMEL015262g1.t1	Bany_00707-RA
OG0004590	HMEL014309g1.t1	Bany_13571-RA
OG0004591	HMEL034710g1.t1	Bany_06445-RA
OG0004592	HMEL032031g1.t1, HMEL032032g1.t1	Bany_10432-RA
OG0004593	HMEL031028g1.t1	Bany_00712-RA
OG0004594	HMEL015899g1.t1	Bany_15408-RA
OG0004595	HMEL036864g1.t1	Bany_14861-RA
OG0004596	HMEL009275g1.t1	Bany_06451-RA
OG0004597	HMEL012629g1.t1	Bany_09223-RA
OG0004598	HMEL000050-RA, HMEL013483g1.t1	Bany_08491-RA
OG0004599	HMEL000049g1.t1	Bany_08494-RA
OG0004600	HMEL001018g1.t1	Bany_15995-RA
OG0004601	HMEL014315g1.t1	Bany_13578-RA, Bany_13577-RA
OG0004602	HMEL001019g1.t1	Bany_15996-RA
OG0004603	HMEL031698g1.t1	Bany_09229-RA
OG0004604	HMEL001021g1.t1	Bany_15998-RA
OG0004605	HMEL001009g1.t1	Bany_16000-RA
OG0004606	HMEL037122g1.t1, HMEL021418g1.t1	Bany_12356-RA
OG0004607	HMEL032035g1.t1	Bany_10441-RA
OG0004608	HMEL012723g1.t1	Bany_14871-RA
OG0004609	HMEL033071g1.t1	Bany_04109-RA
OG0004610	HMEL003090g1.t1	Bany_04961-RA
OG0004611	HMEL032680g1.t1, HMEL020765g1.t1	Bany_08510-RA
OG0004612	HMEL015250g1.t1	Bany_00719-RA
OG0004613	HMEL014039g1.t1	Bany_01639-RA
OG0004614	HMEL009278g1.t1	Bany_06459-RA
OG0004615	HMEL010470g1.t1	Bany_15411-RA
OG0004616	HMEL014090g1.t1	Bany_04114-RA
OG0004617	HMEL011017g1.t1	Bany_07758-RA
OG0004618	HMEL022617g1.t1	Bany_07143-RA
OG0004619	HMEL015245g1.t1	Bany_00723-RA
OG0004620	HMEL002238g1.t1	Bany_03252-RA
OG0004621	HMEL000026-RA	Bany_08523-RA
OG0004622	HMEL037123g1.t1	Bany_12357-RA
OG0004623	HMEL010093g1.t1	Bany_05740-RA
OG0004624	HMEL009290-RA	Bany_06466-RA
OG0004625	HMEL035245g1.t1	Bany_03254-RA, Bany_03409-RA
OG0004626	HMEL010091g1.t1	Bany_05742-RA
OG0004627	HMEL011101g1.t1	Bany_02459-RA
OG0004628	HMEL010088g1.t1	Bany_05743-RA
OG0004629	HMEL012059g1.t1	Bany_15417-RA, Bany_03343-RA
OG0004631	HMEL008646g1.t1	Bany_12358-RA
OG0004632	HMEL010086g1.t1	Bany_05748-RA
OG0004633	HMEL035979g1.t1	Bany_11085-RA
OG0004634	HMEL015035g1.t1	Bany_03264-RA
OG0004635	HMEL015233g1.t1	Bany_00744-RA
OG0004636	HMEL003296g1.t1	Bany_16010-RA
OG0004637	HMEL003294g1.t1	Bany_16011-RA
OG0004638	HMEL009171g1.t1	Bany_04980-RA
OG0004639	HMEL037752g1.t1	Bany_14208-RA
OG0004640	HMEL030622g1.t1, HMEL011097g1.t1	Bany_02462-RA
OG0004641	HMEL003292g1.t1	Bany_16013-RA
OG0004642	HMEL036012g1.t1	Bany_11090-RA
OG0004642	HMEL008059g1.t1	Bany_11091-RA
OG0004643	HMEL012756g1.t1	Bany_03278-RA
OG0004644	HMEL009174g1.t1	Bany_04982-RA
OG0004645	HMEL004147g1.t1	Bany_01665-RA, Bany_01664-RA
OG0004646	HMEL009532g1.t1	Bany_11093-RA
OG0004648	HMEL009176g1.t1	Bany_04984-RA
OG0004649	HMEL002024g1.t1	Bany_08527-RA, Bany_08526-RA
OG0004650	HMEL008031g1.t1	Bany_12366-RA
OG0004651	HMEL012338g1.t1	Bany_09267-RA
OG0004652	HMEL011031g1.t1	Bany_07777-RA
OG0004653	HMEL015221g1.t1	Bany_00753-RA
OG0004654	HMEL006159g1.t1	Bany_04131-RA
OG0004655	HMEL008960g1.t1	Bany_05766-RA
OG0004656	HMEL003386g1.t1	Bany_16018-RA
OG0004657	HMEL032055g1.t1	Bany_10460-RA
OG0004658	HMEL000021g1.t1	Bany_08533-RA
OG0004659	HMEL030618g1.t1	Bany_02465-RA
OG0004660	HMEL008958g1.t1	Bany_05769-RA
OG0004661	HMEL032676g1.t1	Bany_08539-RA, Bany_08536-RA
OG0004662	HMEL030617g1.t1	Bany_02467-RA
OG0004663	HMEL015210g1.t1	Bany_00763-RA
OG0004664	HMEL000013-RA	Bany_08538-RA, Bany_08544-RA
OG0004665	HMEL011152g1.t1	Bany_07820-RA, Bany_13598-RA
OG0004666	HMEL004143g1.t1	Bany_01668-RA
OG0004667	HMEL006442g1.t1	Bany_03297-RA
OG0004668	HMEL008952g1.t1	Bany_05775-RA
OG0004669	HMEL033379g1.t1	Bany_01669-RA, Bany_01670-RA
OG0004670	HMEL036358g1.t1	Bany_15426-RA, Bany_15423-RA
OG0004671	HMEL000008g1.t1	Bany_08552-RA
OG0004672	HMEL002263g1.t1	Bany_00768-RA
OG0004673	HMEL011082g1.t1	Bany_02472-RA
OG0004674	HMEL000007g1.t1	Bany_08553-RA
OG0004675	HMEL011080g1.t1, HMEL030614g1.t1	Bany_02475-RA
OG0004676	HMEL032673g1.t1	Bany_08560-RA
OG0004677	HMEL032672g1.t1	Bany_08562-RA
OG0004678	HMEL006143g1.t1	Bany_01679-RA
OG0004679	HMEL030946g1.t1	Bany_04999-RA
OG0004680	HMEL009189g1.t1	Bany_05001-RA
OG0004681	HMEL006142g1.t1	Bany_01681-RA
OG0004682	HMEL006459g1.t1	Bany_03321-RA
OG0004683	HMEL009152-RA	Bany_12377-RA
OG0004685	HMEL002695g1.t1	Bany_06511-RA
OG0004686	HMEL006138g1.t1	Bany_01684-RA
OG0004687	HMEL002696g1.t1	Bany_06544-RA, Bany_06512-RA
OG0004688	HMEL037763g1.t1	Bany_14244-RA
OG0004689	HMEL032671g1.t1	Bany_08567-RA
OG0004690	HMEL003124g1.t1	Bany_02482-RA
OG0004691	HMEL009192g1.t1	Bany_05005-RA
OG0004692	HMEL009194g1.t1	Bany_05007-RA
OG0004693	HMEL002584g1.t1	Bany_04149-RA, Bany_04144-RA
OG0004694	HMEL009195g1.t1	Bany_05008-RA
OG0004695	HMEL007348g1.t1	Bany_05783-RA
OG0004696	HMEL009196g1.t1	Bany_05014-RA
OG0004697	HMEL030939g1.t1	Bany_05015-RA
OG0004699	HMEL014662g1.t1	Bany_12387-RA
OG0004700	HMEL017511g1.t1	Bany_10472-RA
OG0004701	HMEL002008g1.t1	Bany_08570-RA
OG0004702	HMEL009207g1.t1	Bany_05020-RA
OG0004704	HMEL009208g1.t1	Bany_05021-RA
OG0004705	HMEL007346g1.t1	Bany_05787-RA
OG0004706	HMEL002740g1.t1	Bany_04151-RA
OG0004707	HMEL014807g1.t1	Bany_09294-RA
OG0004708	HMEL014809g1.t1	Bany_09297-RA
OG0004709	HMEL037150g1.t1	Bany_12394-RA
OG0004710	HMEL017755g1.t1	Bany_12395-RA
OG0004711	HMEL007339g1.t1	Bany_05796-RA, Bany_05798-RA
OG0004712	HMEL032669g1.t1	Bany_08573-RA
OG0004713	HMEL033387g1.t1	Bany_01704-RA
OG0004714	HMEL013432g1.t1	Bany_00793-RA
OG0004715	HMEL035424g1.t1	Bany_07806-RA
OG0004716	HMEL030608g1.t1	Bany_02513-RA
OG0004717	HMEL004245g1.t1	Bany_02514-RA
OG0004718	HMEL006981-RA	Bany_05042-RA
OG0004719	HMEL035285g1.t1	Bany_03334-RA
OG0004720	HMEL005138g1.t1	Bany_10500-RA
OG0004721	HMEL009534g1.t1	Bany_07807-RA
OG0004722	HMEL009535g1.t1	Bany_07811-RA
OG0004723	HMEL007465g1.t1	Bany_05803-RA
OG0004725	HMEL009042g1.t1	Bany_05046-RA
OG0004726	HMEL030927g1.t1, HMEL009049g1.t1	Bany_05050-RA
OG0004727	HMEL009051g1.t1	Bany_05051-RA
OG0004728	HMEL005341g1.t1	Bany_04184-RA
OG0004729	HMEL033143g1.t1	Bany_04185-RA
OG0004730	HMEL014746g1.t1	Bany_04187-RA
OG0004731	HMEL014744g1.t1	Bany_04190-RA, Bany_04189-RA
OG0004732	HMEL033417g1.t1	Bany_01737-RA
OG0004733	HMEL003700g1.t1	Bany_00821-RA
OG0004734	HMEL030925g1.t1	Bany_05064-RA
OG0004735	HMEL020541g1.t1, HMEL012355g1.t1	Bany_03375-RA, Bany_03373-RA
OG0004736	HMEL003929g1.t1	Bany_04196-RA, Bany_04195-RA
OG0004737	HMEL011256g1.t1	Bany_01742-RA
OG0004738	HMEL011034g1.t1	Bany_07834-RA
OG0004739	HMEL037169g1.t1	Bany_12422-RA
OG0004740	HMEL011680g1.t1	Bany_01748-RA
OG0004743	HMEL006282g1.t1	Bany_00832-RA
OG0004744	HMEL007415g1.t1	Bany_00835-RA
OG0004745	HMEL010953g1.t1	Bany_03395-RA
OG0004746	HMEL013092g1.t1	Bany_04215-RA
OG0004747	HMEL033134g1.t1	Bany_04216-RA
OG0004748	HMEL010956g1.t1	Bany_03398-RA
OG0004749	HMEL013091g1.t1	Bany_04217-RA
OG0004750	HMEL022428g1.t1	Bany_03399-RA
OG0004751	HMEL009927g1.t1	Bany_10537-RA
OG0004752	HMEL012845g1.t1	Bany_04226-RA
OG0004753	HMEL007418g1.t1	Bany_00843-RA
OG0004754	HMEL013116g1.t1	Bany_08637-RA
OG0004755	HMEL009601g1.t1	Bany_01770-RA
OG0004756	HMEL013368g1.t1	Bany_08645-RA, Bany_08643-RA
OG0004757	HMEL033400g1.t1	Bany_01771-RA
OG0004758	HMEL020902g1.t1	Bany_08648-RA
OG0004759	HMEL033399g1.t1	Bany_01786-RA
OG0004760	HMEL006989g1.t1	Bany_04242-RA
OG0004761	HMEL009612g1.t1	Bany_01787-RA
OG0004762	HMEL006990g1.t1	Bany_04243-RA
OG0004763	HMEL009085g1.t1	Bany_05091-RA
OG0004765	HMEL033122g1.t1	Bany_04248-RA
OG0004766	HMEL004716g1.t1	Bany_04249-RA
OG0004767	HMEL004525g1.t1	Bany_00855-RA
OG0004768	HMEL030911g1.t1	Bany_05100-RA
OG0004769	HMEL033113g1.t1	Bany_04260-RA, Bany_04261-RA
OG0004770	HMEL010923g1.t1	Bany_04266-RA
OG0004771	HMEL035252g1.t1, HMEL021509g1.t1	Bany_03428-RA
OG0004772	HMEL013662g1.t1	Bany_02588-RA
OG0004773	HMEL013659g1.t1	Bany_02590-RA
OG0004775	HMEL007236g1.t1	Bany_07874-RA
OG0004776	HMEL013638g1.t1	Bany_02603-RA
OG0004777	HMEL030987g1.t1	Bany_00864-RA
