Orthogroup	Heliconius_erato_lativitta	Bicyclus_anynana
OG0007873	HEL_005436-RA	Bany_15993-RA
OG0007874	HEL_011929-RA	Bany_09225-RA
OG0007876	HEL_003184-RA	Bany_04106-RA
OG0007877	HEL_008573-RA	Bany_02449-RA
OG0007878	HEL_007086-RA	Bany_07748-RA
OG0007879	HEL_008572-RA	Bany_02451-RA
OG0007880	HEL_005437-RA	Bany_15994-RA
OG0007881	HEL_011489-RA	Bany_08495-RA
OG0007882	HEL_011488-RA	Bany_08496-RA
OG0007883	HEL_007088-RA	Bany_07749-RA
OG0007884	HEL_011486-RA	Bany_08498-RA
OG0007885	HEL_011485-RA	Bany_08499-RA
OG0007886	HEL_008570-RA	Bany_02453-RA
OG0007887	HEL_000114-RA	Bany_10439-RA
OG0007888	HEL_011484-RA	Bany_08500-RA
OG0007889	HEL_011483-RA	Bany_08501-RA
OG0007890	HEL_011482-RA	Bany_08502-RA
OG0007891	HEL_005440-RA	Bany_15997-RA
OG0007892	HEL_011481-RA	Bany_08504-RA
OG0007893	HEL_005442-RA	Bany_15999-RA
OG0007894	HEL_011480-RA	Bany_08505-RA
OG0007895	HEL_011934-RA	Bany_09230-RA
OG0007896	HEL_011935-RA	Bany_09231-RA
OG0007897	HEL_008286-RA	Bany_01634-RA
OG0007898	HEL_000132-RA	Bany_10442-RA
OG0007899	HEL_011475-RA	Bany_08509-RA
OG0007900	HEL_011936-RA	Bany_09232-RA
OG0007901	HEL_011937-RA	Bany_09233-RA
OG0007902	HEL_006622-RA	Bany_04959-RA
OG0007903	HEL_012878-RA	Bany_11071-RA
OG0007904	HEL_005443-RA	Bany_16003-RA
OG0007905	HEL_005444-RA	Bany_16004-RA
OG0007906	HEL_003190-RA	Bany_04110-RA
OG0007907	HEL_000138-RA, HEL_000137-RA	Bany_10445-RA
OG0007908	HEL_010421-RA	Bany_07757-RA
OG0007909	HEL_011472-RA	Bany_08515-RA
OG0007910	HEL_001229-RA	Bany_00720-RA
OG0007911	HEL_004543-RA, HEL_003191-RA	Bany_04111-RA
OG0007912	HEL_006628-RA	Bany_04964-RA
OG0007913	HEL_001228-RA	Bany_00721-RA
OG0007914	HEL_006225-RA	Bany_06461-RA
OG0007915	HEL_011939-RA	Bany_09235-RA
OG0007916	HEL_000142-RA	Bany_10447-RA
OG0007917	HEL_001227-RA	Bany_00722-RA
OG0007918	HEL_011469-RA	Bany_08517-RA
OG0007919	HEL_006630-RA	Bany_04966-RA
OG0007920	HEL_007139-RA	Bany_07759-RA
OG0007921	HEL_007142-RA	Bany_07760-RA
OG0007922	HEL_003194-RA	Bany_04115-RA
OG0007923	HEL_008293-RA	Bany_01642-RA
OG0007924	HEL_006235-RA	Bany_06462-RA
OG0007925	HEL_008294-RA	Bany_01643-RA
OG0007926	HEL_006632-RA	Bany_04967-RA
OG0007927	HEL_008621-RA	Bany_13582-RA
OG0007928	HEL_011465-RA	Bany_08521-RA
OG0007929	HEL_011464-RA	Bany_08522-RA
OG0007930	HEL_008295-RA	Bany_01644-RA
OG0007931	HEL_011940-RA	Bany_09237-RA
OG0007932	HEL_008620-RA	Bany_13583-RA
OG0007933	HEL_008297-RA	Bany_01645-RA
OG0007934	HEL_008298-RA	Bany_01646-RA
OG0007935	HEL_011624-RA	Bany_03253-RA
OG0007936	HEL_008617-RA	Bany_13589-RA
OG0007937	HEL_004416-RA	Bany_05741-RA
OG0007938	HEL_012883-RA	Bany_11076-RA
OG0007939	HEL_011943-RA	Bany_09242-RA
OG0007940	HEL_012884-RA	Bany_11077-RA
OG0007941	HEL_001220-RA	Bany_00734-RA
OG0007942	HEL_008299-RA	Bany_01648-RA
OG0007943	HEL_011944-RA	Bany_09244-RA
OG0007944	HEL_001217-RA	Bany_00736-RA
OG0007945	HEL_012890-RA	Bany_11081-RA
OG0007946	HEL_001216-RA	Bany_00738-RA
OG0007947	HEL_010386-RA	Bany_07764-RA
OG0007949	HEL_011946-RA	Bany_09246-RA
OG0007950	HEL_006240-RA	Bany_06472-RA
OG0007951	HEL_011947-RA	Bany_09247-RA
OG0007952	HEL_011948-RA	Bany_09248-RA
OG0007953	HEL_009827-RA	Bany_14199-RA
OG0007954	HEL_006638-RA	Bany_04974-RA
OG0007955	HEL_009828-RA	Bany_14200-RA
OG0007956	HEL_011949-RA	Bany_09250-RA
OG0007957	HEL_006640-RA	Bany_04975-RA
OG0007958	HEL_009833-RA	Bany_14203-RA
OG0007959	HEL_011951-RA	Bany_09253-RA
OG0007960	HEL_006244-RA	Bany_06477-RA
OG0007961	HEL_004426-RA	Bany_05753-RA
OG0007962	HEL_011952-RA	Bany_09255-RA
OG0007963	HEL_009838-RA	Bany_14207-RA
OG0007964	HEL_001206-RA	Bany_00748-RA
OG0007965	HEL_005449-RA	Bany_16012-RA
OG0007966	HEL_009842-RA	Bany_14210-RA
OG0007967	HEL_001205-RA	Bany_00749-RA
OG0007968	HEL_011461-RA	Bany_08525-RA
OG0007969	HEL_005451-RA	Bany_16014-RA
OG0007970	HEL_009844-RA	Bany_14215-RA
OG0007971	HEL_011954-RA	Bany_09258-RA
OG0007972	HEL_013071-RA	Bany_11092-RA
OG0007973	HEL_010042-RA	Bany_03280-RA
OG0007974	HEL_000147-RA	Bany_10457-RA
OG0007975	HEL_011955-RA	Bany_09259-RA
OG0007976	HEL_011956-RA	Bany_09260-RA
OG0007977	HEL_006246-RA	Bany_06482-RA
OG0007978	HEL_011957-RA	Bany_09261-RA
OG0007979	HEL_006247-RA	Bany_06483-RA
OG0007980	HEL_004431-RA	Bany_05760-RA
OG0007981	HEL_003202-RA	Bany_04126-RA
OG0007982	HEL_008614-RA	Bany_13593-RA
OG0007983	HEL_003203-RA	Bany_04127-RA
OG0007984	HEL_010039-RA	Bany_03285-RA
OG0007985	HEL_009607-RA	Bany_06485-RA
OG0007986	HEL_013073-RA	Bany_11094-RA
OG0007987	HEL_004432-RA	Bany_05762-RA
OG0007988	HEL_008318-RA, HEL_008319-RA	Bany_01666-RA
OG0007990	HEL_001201-RA	Bany_00755-RA
OG0007991	HEL_011456-RA	Bany_08532-RA
OG0007992	HEL_003210-RA	Bany_04132-RA
OG0007993	HEL_010404-RA	Bany_07778-RA
OG0007994	HEL_010038-RA	Bany_03288-RA
OG0007995	HEL_005457-RA	Bany_16019-RA
OG0007996	HEL_009602-RA	Bany_06489-RA
OG0007997	HEL_001199-RA	Bany_00756-RA
OG0007998	HEL_004435-RA	Bany_05767-RA
OG0007999	HEL_001196-RA	Bany_00758-RA
OG0008000	HEL_001195-RA	Bany_00759-RA
OG0008001	HEL_005458-RA	Bany_16021-RA
OG0008002	HEL_001192-RA	Bany_00762-RA
OG0008003	HEL_004438-RA	Bany_05771-RA
OG0008004	HEL_010414-RA	Bany_07779-RA
OG0008005	HEL_010033-RA	Bany_03291-RA
OG0008006	HEL_010413-RA	Bany_07780-RA
OG0008007	HEL_010032-RA	Bany_03293-RA
OG0008008	HEL_011447-RA	Bany_08541-RA
OG0008009	HEL_004439-RA	Bany_05773-RA
OG0008010	HEL_010412-RA	Bany_07781-RA
OG0008011	HEL_001190-RA	Bany_00764-RA
OG0008012	HEL_012265-RA	Bany_13599-RA
OG0008013	HEL_003212-RA	Bany_04137-RA
OG0008014	HEL_010030-RA	Bany_03298-RA
OG0008015	HEL_013079-RA	Bany_11101-RA
OG0008016	HEL_007281-RA	Bany_15422-RA
OG0008017	HEL_009596-RA	Bany_06501-RA
OG0008018	HEL_009595-RA	Bany_06503-RA
OG0008019	HEL_001189-RA	Bany_00765-RA
OG0008020	HEL_008552-RA	Bany_02470-RA
OG0008021	HEL_009594-RA	Bany_06504-RA
OG0008022	HEL_012264-RA	Bany_13601-RA
OG0008023	HEL_007283-RA	Bany_15424-RA
OG0008024	HEL_009593-RA	Bany_06505-RA
OG0008026	HEL_009592-RA	Bany_06507-RA
OG0008027	HEL_010318-RA	Bany_12372-RA
OG0008028	HEL_010410-RA	Bany_07783-RA
OG0008029	HEL_005853-RA	Bany_07163-RA
OG0008030	HEL_010319-RA	Bany_12373-RA
OG0008031	HEL_008543-RA	Bany_02477-RA
OG0008032	HEL_011425-RA	Bany_08558-RA
OG0008033	HEL_008542-RA	Bany_02478-RA
OG0008034	HEL_010321-RA	Bany_12375-RA
OG0008035	HEL_011963-RA	Bany_09272-RA
OG0008036	HEL_008326-RA	Bany_01676-RA
OG0008037	HEL_011964-RA	Bany_09273-RA
OG0008039	HEL_009855-RA	Bany_14228-RA
OG0008040	HEL_006656-RA	Bany_05000-RA
OG0008041	HEL_009591-RA	Bany_06509-RA
OG0008042	HEL_010409-RA	Bany_07785-RA
OG0008043	HEL_013091-RA	Bany_11112-RA
OG0008044	HEL_004447-RA	Bany_05778-RA
OG0008045	HEL_011418-RA	Bany_08565-RA
OG0008046	HEL_014603-RA	Bany_14245-RA
OG0008047	HEL_008336-RA	Bany_01686-RA
OG0008048	HEL_011966-RA	Bany_09279-RA
OG0008049	HEL_014605-RA	Bany_14246-RA
OG0008050	HEL_006660-RA	Bany_05004-RA
OG0008051	HEL_011968-RA	Bany_09281-RA
OG0008052	HEL_006662-RA	Bany_05006-RA
OG0008053	HEL_010338-RA	Bany_12384-RA
OG0008055	HEL_010339-RA	Bany_12385-RA
OG0008056	HEL_011974-RA	Bany_09287-RA
OG0008057	HEL_001174-RA	Bany_00781-RA
OG0008058	HEL_008534-RA	Bany_02486-RA
OG0008059	HEL_000154-RA	Bany_10471-RA
OG0008060	HEL_008339-RA	Bany_01691-RA
OG0008061	HEL_006673-RA	Bany_05017-RA
OG0008062	HEL_006674-RA	Bany_05018-RA
OG0008063	HEL_006675-RA	Bany_05019-RA
OG0008065	HEL_008532-RA	Bany_02489-RA
OG0008066	HEL_000163-RA	Bany_10474-RA
OG0008067	HEL_004452-RA	Bany_05786-RA
OG0008068	HEL_008341-RA	Bany_01694-RA
OG0008069	HEL_000168-RA	Bany_10475-RA
OG0008070	HEL_006678-RA	Bany_05023-RA
OG0008071	HEL_011979-RA	Bany_09293-RA
OG0008072	HEL_004454-RA	Bany_05788-RA
OG0008073	HEL_008531-RA	Bany_02491-RA, Bany_02492-RA
OG0008074	HEL_008530-RA	Bany_02494-RA, Bany_02493-RA
OG0008075	HEL_000171-RA	Bany_10478-RA
OG0008076	HEL_010398-RA	Bany_07798-RA
OG0008077	HEL_008342-RA	Bany_01696-RA
OG0008078	HEL_011981-RA	Bany_09295-RA
OG0008079	HEL_000174-RA	Bany_10480-RA
OG0008080	HEL_006684-RA	Bany_05029-RA
OG0008081	HEL_004457-RA	Bany_05792-RA
OG0008082	HEL_000176-RA	Bany_10482-RA
OG0008083	HEL_004458-RA	Bany_05794-RA
OG0008084	HEL_008520-RA	Bany_02500-RA
OG0008085	HEL_000177-RA	Bany_10483-RA
OG0008086	HEL_008519-RA	Bany_02501-RA
OG0008087	HEL_006685-RA	Bany_05031-RA
OG0008088	HEL_006686-RA	Bany_05032-RA
OG0008089	HEL_006687-RA	Bany_05034-RA
OG0008090	HEL_008513-RA	Bany_02505-RA
OG0008091	HEL_010355-RA	Bany_12402-RA
OG0008092	HEL_008349-RA	Bany_01705-RA
OG0008093	HEL_011988-RA	Bany_09306-RA
OG0008094	HEL_011990-RA	Bany_09308-RA
OG0008095	HEL_008512-RA	Bany_02507-RA
OG0008096	HEL_000186-RA, HEL_000187-RA	Bany_10495-RA
OG0008097	HEL_011404-RA	Bany_08581-RA
OG0008098	HEL_010394-RA	Bany_07805-RA
OG0008099	HEL_008354-RA	Bany_01714-RA
OG0008100	HEL_006689-RA	Bany_05039-RA
OG0008101	HEL_001167-RA	Bany_00795-RA
OG0008102	HEL_006690-RA	Bany_05041-RA
OG0008103	HEL_001164-RA	Bany_00797-RA
OG0008104	HEL_001163-RA	Bany_00798-RA
OG0008105	HEL_008358-RA	Bany_01718-RA
OG0008106	HEL_008359-RA	Bany_01719-RA
OG0008107	HEL_001161-RA	Bany_00801-RA
OG0008107	HEL_001162-RA	Bany_00799-RA
OG0008108	HEL_001160-RA	Bany_00802-RA
OG0008109	HEL_012863-RA	Bany_08584-RA
OG0008110	HEL_001159-RA	Bany_00803-RA
OG0008111	HEL_000194-RA	Bany_10501-RA
OG0008112	HEL_012862-RA	Bany_08586-RA
OG0008113	HEL_008505-RA	Bany_02519-RA
OG0008114	HEL_008502-RA	Bany_02520-RA
OG0008115	HEL_000199-RA	Bany_10502-RA
OG0008116	HEL_008501-RA	Bany_02525-RA
OG0008117	HEL_012861-RA	Bany_08588-RA
OG0008118	HEL_007134-RA	Bany_07818-RA
OG0008119	HEL_014577-RA	Bany_01729-RA
OG0008120	HEL_008499-RA	Bany_02530-RA
OG0008122	HEL_008498-RA	Bany_02531-RA
OG0008123	HEL_006706-RA	Bany_05053-RA
OG0008125	HEL_012851-RA	Bany_08595-RA
OG0008126	HEL_014574-RA	Bany_01730-RA
OG0008127	HEL_014572-RA	Bany_01732-RA
OG0008128	HEL_001153-RA	Bany_00811-RA
OG0008129	HEL_003314-RA	Bany_04188-RA
OG0008130	HEL_001150-RA	Bany_00813-RA
OG0008131	HEL_012845-RA, HEL_012848-RA	Bany_08599-RA
OG0008132	HEL_001148-RA	Bany_00815-RA
OG0008133	HEL_010401-RA	Bany_07832-RA
OG0008135	HEL_001146-RA	Bany_00819-RA
OG0008136	HEL_006710-RA	Bany_05063-RA
OG0008137	HEL_008424-RA	Bany_01738-RA
OG0008139	HEL_001143-RA	Bany_00823-RA
OG0008140	HEL_001141-RA	Bany_00824-RA
OG0008142	HEL_008420-RA	Bany_01743-RA
OG0008143	HEL_001140-RA	Bany_00825-RA
OG0008144	HEL_006713-RA	Bany_05067-RA
OG0008145	HEL_006714-RA	Bany_05068-RA
OG0008146	HEL_008419-RA	Bany_01745-RA
OG0008147	HEL_006717-RA	Bany_05072-RA
OG0008148	HEL_011667-RA	Bany_03382-RA
OG0008149	HEL_011666-RA	Bany_03385-RA
OG0008150	HEL_006719-RA	Bany_05074-RA
OG0008151	HEL_011663-RA	Bany_03388-RA
OG0008152	HEL_011662-RA	Bany_03389-RA
OG0008153	HEL_013121-RA	Bany_00830-RA
OG0008154	HEL_013120-RA	Bany_00831-RA
OG0008155	HEL_012839-RA	Bany_08608-RA
OG0008156	HEL_006727-RA	Bany_05078-RA
OG0008157	HEL_003304-RA	Bany_04206-RA
OG0008158	HEL_008411-RA	Bany_01750-RA
OG0008159	HEL_008410-RA	Bany_01752-RA
OG0008160	HEL_008491-RA	Bany_02548-RA
OG0008161	HEL_008490-RA	Bany_02549-RA
OG0008162	HEL_008489-RA	Bany_02550-RA
OG0008163	HEL_013113-RA	Bany_00834-RA
OG0008164	HEL_003300-RA	Bany_04211-RA
OG0008165	HEL_000204-RA, HEL_000205-RA	Bany_10525-RA
OG0008166	HEL_012826-RA	Bany_08614-RA
OG0008167	HEL_013116-RA	Bany_00836-RA
OG0008168	HEL_003298-RA	Bany_04214-RA
OG0008169	HEL_004466-RA	Bany_05806-RA
OG0008170	HEL_006728-RA	Bany_05083-RA, Bany_05084-RA
OG0008171	HEL_004468-RA	Bany_05808-RA
OG0008172	HEL_012811-RA	Bany_08627-RA
OG0008173	HEL_003289-RA	Bany_04223-RA
OG0008174	HEL_004474-RA	Bany_05811-RA
OG0008175	HEL_004475-RA	Bany_05812-RA
OG0008177	HEL_004476-RA	Bany_05813-RA
OG0008178	HEL_012814-RA	Bany_08632-RA
OG0008179	HEL_013109-RA	Bany_00844-RA
OG0008180	HEL_004478-RA	Bany_05814-RA
OG0008181	HEL_012818-RA	Bany_08636-RA
OG0008182	HEL_004479-RA	Bany_05815-RA
OG0008183	HEL_008402-RA	Bany_01764-RA
OG0008184	HEL_008401-RA	Bany_01765-RA
OG0008185	HEL_008399-RA	Bany_01767-RA
OG0008186	HEL_008398-RA	Bany_01768-RA
OG0008187	HEL_008483-RA	Bany_02560-RA
OG0008188	HEL_008393-RA	Bany_01773-RA
OG0008189	HEL_008392-RA	Bany_01775-RA
OG0008190	HEL_012821-RA	Bany_08646-RA
OG0008191	HEL_003277-RA	Bany_04236-RA
OG0008192	HEL_012822-RA	Bany_08647-RA
OG0008193	HEL_003276-RA	Bany_04237-RA
OG0008194	HEL_008388-RA	Bany_01782-RA
OG0008195	HEL_006730-RA	Bany_05086-RA
OG0008196	HEL_004487-RA	Bany_05822-RA
OG0008197	HEL_004489-RA	Bany_05824-RA
OG0008198	HEL_004490-RA	Bany_05825-RA
OG0008199	HEL_008379-RA	Bany_01788-RA
OG0008201	HEL_006732-RA	Bany_05089-RA
OG0008202	HEL_008372-RA	Bany_01799-RA
OG0008203	HEL_006736-RA	Bany_05093-RA
OG0008204	HEL_013099-RA	Bany_00853-RA
OG0008205	HEL_004504-RA	Bany_05834-RA
OG0008206	HEL_007149-RA	Bany_07861-RA
OG0008207	HEL_013418-RA	Bany_00865-RA
OG0008208	HEL_008479-RA	Bany_02564-RA
OG0008209	HEL_011648-RA	Bany_03404-RA
OG0008210	HEL_004506-RA	Bany_05836-RA
OG0008211	HEL_008477-RA	Bany_02567-RA
OG0008212	HEL_011645-RA	Bany_03406-RA
OG0008213	HEL_008475-RA	Bany_02569-RA
OG0008214	HEL_003263-RA	Bany_04250-RA
OG0008215	HEL_003260-RA	Bany_04253-RA
OG0008216	HEL_007152-RA	Bany_07868-RA
OG0008217	HEL_011628-RA	Bany_03410-RA
OG0008218	HEL_006740-RA	Bany_05101-RA
OG0008219	HEL_011630-RA	Bany_03412-RA
OG0008220	HEL_011631-RA	Bany_03413-RA
OG0008221	HEL_004508-RA	Bany_05839-RA
OG0008222	HEL_003258-RA	Bany_04255-RA
OG0008223	HEL_003259-RA	Bany_04256-RA
OG0008224	HEL_006743-RA	Bany_05106-RA
OG0008225	HEL_003250-RA	Bany_04263-RA
OG0008226	HEL_003246-RA	Bany_04265-RA
OG0008227	HEL_003244-RA	Bany_04267-RA
OG0008228	HEL_013096-RA	Bany_00860-RA
OG0008229	HEL_011639-RA	Bany_03432-RA
OG0008230	HEL_008468-RA	Bany_02585-RA
OG0008231	HEL_008465-RA, HEL_008466-RA, HEL_008467-RA	Bany_02586-RA
OG0008232	HEL_011642-RA	Bany_03436-RA
OG0008233	HEL_011643-RA	Bany_03437-RA
OG0008234	HEL_004519-RA	Bany_05848-RA
OG0008235	HEL_008451-RA	Bany_02596-RA
OG0008236	HEL_004521-RA	Bany_05852-RA
OG0008237	HEL_008445-RA	Bany_02602-RA
OG0008238	HEL_003238-RA	Bany_04276-RA
OG0008239	HEL_004528-RA	Bany_05858-RA
OG0008240	HEL_003235-RA	Bany_04279-RA
OG0008241	HEL_007159-RA	Bany_07876-RA
OG0008242	HEL_003232-RA	Bany_04285-RA
OG0008243	HEL_013417-RA	Bany_00868-RA
OG0008244	HEL_003228-RA	Bany_04292-RA
OG0008245	HEL_006748-RA	Bany_05117-RA
OG0008246	HEL_006750-RA	Bany_05119-RA
OG0008247	HEL_007110-RA	Bany_07885-RA
OG0008248	HEL_013415-RA	Bany_00879-RA
OG0008249	HEL_013414-RA	Bany_00880-RA
OG0008250	HEL_006751-RA	Bany_05120-RA
OG0008251	HEL_013404-RA	Bany_00884-RA
OG0008252	HEL_013405-RA	Bany_00885-RA
OG0008253	HEL_013406-RA	Bany_00886-RA
OG0008254	HEL_007117-RA	Bany_07891-RA
OG0008255	HEL_006764-RA	Bany_05134-RA
OG0008256	HEL_006765-RA	Bany_05136-RA
OG0008257	HEL_006766-RA	Bany_05138-RA
OG0008258	HEL_007104-RA	Bany_07898-RA
OG0008259	HEL_006767-RA	Bany_05139-RA
OG0008261	HEL_006771-RA	Bany_05145-RA
OG0008262	HEL_007099-RA	Bany_07902-RA
OG0008263	HEL_006775-RA	Bany_05150-RA
OG0008264	HEL_006778-RA	Bany_05153-RA
OG0008265	HEL_006779-RA	Bany_05154-RA
OG0008266	HEL_002919-RA	Bany_05157-RA
OG0008267	HEL_002929-RA	Bany_05162-RA
OG0008269	HEL_002931-RA	Bany_05165-RA
OG0008270	HEL_007095-RA	Bany_07913-RA
OG0008271	HEL_002934-RA	Bany_05171-RA
OG0008368	HEL_012190-RA	Bany_18139-RA
OG0008370	HEL_002781-RA	Bany_18168-RA
OG0008371	HEL_009414-RA	Bany_18165-RA, Bany_08140-RA
OG0008372	HEL_011822-RA	Bany_17688-RA
OG0008373	HEL_002223-RA	Bany_03449-RA
OG0008374	HEL_006971-RA	Bany_04293-RA
OG0008378	HEL_002225-RA	Bany_03453-RA
OG0008380	HEL_004166-RA	Bany_12447-RA
OG0008381	HEL_003497-RA	Bany_08656-RA
OG0008382	HEL_001897-RA	Bany_16938-RA
OG0008384	HEL_001895-RA	Bany_16940-RA
OG0008385	HEL_005352-RA	Bany_15449-RA
OG0008386	HEL_003493-RA	Bany_08659-RA
OG0008387	HEL_007643-RA	Bany_09909-RA
OG0008390	HEL_002231-RA	Bany_03470-RA
OG0008390	HEL_005077-RA	Bany_09405-RA
OG0008391	HEL_007639-RA	Bany_09915-RA
OG0008392	HEL_002187-RA	Bany_06556-RA
OG0008393	HEL_001890-RA	Bany_16946-RA
OG0008394	HEL_001879-RA	Bany_16947-RA
OG0008395	HEL_001889-RA	Bany_16950-RA
OG0008396	HEL_005370-RA	Bany_17407-RA
OG0008398	HEL_009689-RA	Bany_07183-RA, Bany_07182-RA
OG0008399	HEL_009470-RA	Bany_07939-RA
OG0008400	HEL_001927-RA	Bany_14899-RA
OG0008401	HEL_012510-RA	Bany_14278-RA
OG0008402	HEL_009690-RA	Bany_07184-RA, Bany_07185-RA
OG0008407	HEL_010486-RA	Bany_02660-RA
OG0008408	HEL_009476-RA	Bany_07946-RA
OG0008410	HEL_005374-RA	Bany_17412-RA
OG0008412	HEL_010159-RA	Bany_05890-RA
OG0008413	HEL_005328-RA	Bany_15484-RA
OG0008414	HEL_010973-RA	Bany_09679-RA, Bany_07195-RA, Bany_07306-RA
OG0008415	HEL_005375-RA	Bany_17413-RA
OG0008416	HEL_003462-RA	Bany_08684-RA
OG0008417	HEL_002238-RA	Bany_03479-RA
OG0008418	HEL_001867-RA	Bany_16959-RA
OG0008420	HEL_001865-RA	Bany_16962-RA
OG0008421	HEL_007118-RA	Bany_07200-RA
OG0008422	HEL_012520-RA	Bany_14292-RA
OG0008427	HEL_006986-RA	Bany_04335-RA
OG0008428	HEL_005317-RA	Bany_15491-RA
OG0008430	HEL_012526-RA	Bany_14296-RA
OG0008431	HEL_013060-RA	Bany_16071-RA
OG0008433	HEL_012531-RA	Bany_14299-RA
OG0008434	HEL_003382-RA	Bany_01877-RA
OG0008435	HEL_001862-RA	Bany_16969-RA
OG0008436	HEL_001712-RA	Bany_00027-RA
OG0008439	HEL_006994-RA	Bany_04345-RA
OG0008440	HEL_009277-RA	Bany_07220-RA, Bany_12503-RA, Bany_06981-RA, Bany_00351-RA, Bany_07242-RA, Bany_17869-RA
OG0008441	HEL_004032-RA	Bany_12506-RA
OG0008445	HEL_007613-RA	Bany_09942-RA
OG0008446	HEL_002203-RA	Bany_06574-RA
OG0008447	HEL_007733-RA	Bany_11852-RA
OG0008448	HEL_000465-RA	Bany_16495-RA
OG0008449	HEL_002247-RA	Bany_03494-RA
OG0008450	HEL_005306-RA	Bany_15502-RA
OG0008451	HEL_012540-RA	Bany_14308-RA
OG0008452	HEL_009655-RA	Bany_07206-RA
OG0008453	HEL_007730-RA	Bany_11853-RA
OG0008454	HEL_004059-RA	Bany_12530-RA
OG0008455	HEL_011676-RA	Bany_16098-RA
OG0008456	HEL_003361-RA	Bany_01896-RA
OG0008460	HEL_002212-RA	Bany_06585-RA
OG0008461	HEL_013864-RA	Bany_14937-RA
OG0008462	HEL_012396-RA	Bany_04364-RA
OG0008463	HEL_012642-RA	Bany_00992-RA
OG0008465	HEL_011672-RA	Bany_16101-RA
OG0008466	HEL_005280-RA	Bany_15518-RA
OG0008467	HEL_012399-RA	Bany_04370-RA
OG0008468	HEL_010185-RA	Bany_05910-RA
OG0008469	HEL_003502-RA	Bany_08716-RA
OG0008471	HEL_005403-RA	Bany_17445-RA
OG0008472	HEL_008917-RA	Bany_13061-RA
OG0008473	HEL_007597-RA	Bany_09954-RA
OG0008475	HEL_014467-RA, HEL_014468-RA	Bany_11174-RA
OG0008476	HEL_009238-RA	Bany_17743-RA, Bany_17744-RA
OG0008477	HEL_008914-RA	Bany_13066-RA
OG0008482	HEL_002264-RA	Bany_03515-RA
OG0008484	HEL_002219-RA, HEL_002216-RA	Bany_06596-RA
OG0008487	HEL_013215-RA	Bany_10650-RA
OG0008489	HEL_013214-RA	Bany_10651-RA
OG0008490	HEL_008901-RA	Bany_13088-RA
OG0008493	HEL_013504-RA	Bany_17753-RA
OG0008494	HEL_005415-RA	Bany_17458-RA
OG0008495	HEL_012410-RA	Bany_04390-RA
OG0008498	HEL_014585-RA	Bany_09387-RA
OG0008500	HEL_012412-RA	Bany_04393-RA
OG0008501	HEL_003970-RA	Bany_05244-RA
OG0008504	HEL_013206-RA	Bany_10659-RA
OG0008507	HEL_004078-RA	Bany_13104-RA
OG0008508	HEL_013061-RA	Bany_16121-RA
OG0008509	HEL_002068-RA	Bany_17004-RA
OG0008513	HEL_000763-RA	Bany_13702-RA, Bany_13703-RA
OG0008514	HEL_013895-RA	Bany_01013-RA
OG0008518	HEL_001753-RA	Bany_00074-RA
OG0008520	HEL_002267-RA	Bany_03521-RA
OG0008522	HEL_000774-RA	Bany_13713-RA
OG0008523	HEL_005262-RA	Bany_15538-RA
OG0008525	HEL_008236-RA	Bany_11196-RA
OG0008526	HEL_011763-RA	Bany_16136-RA
OG0008527	HEL_013189-RA	Bany_10676-RA
OG0008528	HEL_013912-RA	Bany_01025-RA
OG0008530	HEL_011761-RA, HEL_011760-RA	Bany_16140-RA
OG0008531	HEL_013186-RA	Bany_10678-RA
OG0008532	HEL_003514-RA	Bany_08729-RA
OG0008536	HEL_005246-RA	Bany_15552-RA
OG0008539	HEL_013185-RA	Bany_10681-RA
OG0008541	HEL_009020-RA	Bany_13133-RA
OG0008542	HEL_005673-RA	Bany_14360-RA
OG0008543	HEL_013182-RA	Bany_10686-RA
OG0008544	HEL_011244-RA	Bany_06617-RA
OG0008545	HEL_011242-RA	Bany_06619-RA
OG0008547	HEL_011240-RA	Bany_06621-RA
OG0008548	HEL_004085-RA	Bany_12587-RA
OG0008549	HEL_010201-RA	Bany_05938-RA
OG0008550	HEL_010546-RA	Bany_02717-RA
OG0008551	HEL_008213-RA	Bany_11225-RA
OG0008552	HEL_010151-RA	Bany_01033-RA
OG0008554	HEL_001773-RA	Bany_00106-RA
OG0008555	HEL_001775-RA	Bany_00108-RA
OG0008557	HEL_005684-RA	Bany_14373-RA
OG0008558	HEL_014301-RA	Bany_11239-RA
OG0008559	HEL_014304-RA	Bany_11243-RA
OG0008560	HEL_012433-RA	Bany_04434-RA
OG0008561	HEL_010203-RA	Bany_05941-RA
OG0008562	HEL_003318-RA	Bany_01951-RA
OG0008564	HEL_007574-RA	Bany_09986-RA
OG0008565	HEL_001789-RA	Bany_00124-RA
OG0008566	HEL_008875-RA	Bany_13155-RA
OG0008567	HEL_013166-RA	Bany_10697-RA
OG0008568	HEL_010548-RA	Bany_02726-RA
OG0008569	HEL_006411-RA	Bany_16543-RA
OG0008570	HEL_004024-RA	Bany_12611-RA
OG0008571	HEL_005233-RA	Bany_15574-RA
OG0008572	HEL_013165-RA	Bany_10698-RA
OG0008574	HEL_005430-RA	Bany_17497-RA
OG0008575	HEL_014318-RA	Bany_11264-RA
OG0008576	HEL_010207-RA	Bany_05946-RA
OG0008577	HEL_010556-RA	Bany_02731-RA
OG0008578	HEL_010557-RA	Bany_02732-RA
OG0008579	HEL_010560-RA	Bany_02735-RA
OG0008580	HEL_010561-RA	Bany_02736-RA
