Orthogroup	Heliconius_erato_lativitta	Vanessa_cardui
OG0000286	HEL_007501-RA, HEL_007507-RA, HEL_007504-RA, HEL_007506-RA	Vcard_DToL04329-RA
OG0000287	HEL_013729-RA	Vcard_DToL11025-RA
OG0000289	HEL_007429-RA	Vcard_DToL04405-RA, Vcard_DToL04406-RA
OG0000290	HEL_000158-RA	Vcard_DToL05427-RA
OG0000290	HEL_000067-RA	Vcard_DToL05344-RA
OG0000291	HEL_013432-RA	Vcard_DToL04534-RA
OG0000292	HEL_007249-RA	Vcard_DToL10047-RA, Vcard_DToL10050-RA, Vcard_DToL10049-RA
OG0000293	HEL_012051-RA	Vcard_DToL12505-RA
OG0000293	HEL_012053-RA	Vcard_DToL12500-RA
OG0000293	HEL_011068-RA	Vcard_DToL10707-RA
OG0000294	HEL_010685-RA	Vcard_DToL07574-RA
OG0000294	HEL_010684-RA	Vcard_DToL07573-RA
OG0000295	HEL_008506-RA	Vcard_DToL15806-RA, Vcard_DToL06941-RA
OG0000295	HEL_008507-RA	Vcard_DToL15805-RA
OG0000296	HEL_011661-RA	Vcard_DToL08386-RA
OG0000304	HEL_010171-RA	Vcard_DToL06346-RA
OG0000305	HEL_001926-RA	Vcard_DToL15270-RA
OG0000306	HEL_005083-RA	Vcard_DToL14929-RA
OG0000306	HEL_005084-RA	Vcard_DToL14927-RA
OG0000307	HEL_004043-RA, HEL_004065-RA	Vcard_DToL17804-RA
OG0000308	HEL_002742-RA, HEL_002740-RA, HEL_014448-RA	Vcard_DToL13612-RA
OG0000308	HEL_002741-RA	Vcard_DToL01223-RA
OG0000309	HEL_005659-RA	Vcard_DToL13028-RA
OG0000309	HEL_005658-RA	Vcard_DToL07163-RA
OG0000309	HEL_005654-RA	Vcard_DToL13030-RA
OG0000309	HEL_005657-RA	Vcard_DToL13029-RA
OG0000310	HEL_012424-RA	Vcard_DToL00886-RA
OG0000312	HEL_006537-RA, HEL_006539-RA	Vcard_DToL13345-RA
OG0000312	HEL_006536-RA	Vcard_DToL13347-RA
OG0000313	HEL_004330-RA	Vcard_DToL10558-RA
OG0000313	HEL_004331-RA	Vcard_DToL10559-RA
OG0000314	HEL_008306-RA	Vcard_DToL08134-RA, Vcard_DToL08135-RA
OG0000315	HEL_011158-RA	Vcard_DToL11161-RA
OG0000316	HEL_013709-RA	Vcard_DToL18130-RA
OG0000317	HEL_013326-RA	Vcard_DToL04996-RA
OG0000317	HEL_000116-RA	Vcard_DToL05290-RA
OG0000318	HEL_014401-RA, HEL_014400-RA, HEL_014578-RA, HEL_014582-RA, HEL_014581-RA, HEL_014583-RA, HEL_014197-RA	Vcard_DToL08246-RA
OG0000319	HEL_000676-RA	Vcard_DToL17429-RA
OG0000320	HEL_010924-RA	Vcard_DToL05106-RA
OG0000321	HEL_004732-RA	Vcard_DToL17062-RA
OG0000321	HEL_004706-RA	Vcard_DToL17036-RA
OG0000322	HEL_001809-RA	Vcard_DToL15393-RA
OG0000323	HEL_014073-RA	Vcard_DToL11057-RA
OG0000323	HEL_014076-RA	Vcard_DToL11059-RA
OG0000323	HEL_014074-RA	Vcard_DToL11058-RA
OG0000324	HEL_003817-RA, HEL_003813-RA	Vcard_DToL14428-RA, Vcard_DToL14427-RA
OG0000326	HEL_012202-RA	Vcard_DToL09285-RA
OG0000327	HEL_001423-RA	Vcard_DToL02262-RA, Vcard_DToL02264-RA
OG0000327	HEL_001425-RA	Vcard_DToL02265-RA, Vcard_DToL02263-RA
OG0000328	HEL_013149-RA	Vcard_DToL07814-RA
OG0000329	HEL_000994-RA	Vcard_DToL12101-RA
OG0000331	HEL_012372-RA	Vcard_DToL10348-RA
OG0000331	HEL_012872-RA	Vcard_DToL10299-RA, Vcard_DToL10298-RA
OG0000333	HEL_003199-RA	Vcard_DToL05615-RA
OG0000333	HEL_003196-RA	Vcard_DToL05618-RA
OG0000333	HEL_003198-RA, HEL_003197-RA	Vcard_DToL05617-RA
OG0000335	HEL_011961-RA	Vcard_DToL09107-RA
OG0000335	HEL_011962-RA	Vcard_DToL09106-RA
OG0000336	HEL_004465-RA, HEL_004464-RA	Vcard_DToL03919-RA
OG0000337	HEL_008472-RA	Vcard_DToL15851-RA
OG0000337	HEL_008473-RA	Vcard_DToL15847-RA
OG0000345	HEL_005334-RA	Vcard_DToL03074-RA
OG0000346	HEL_005381-RA	Vcard_DToL16815-RA
OG0000347	HEL_013880-RA	Vcard_DToL10009-RA
OG0000349	HEL_004068-RA	Vcard_DToL17834-RA
OG0000351	HEL_012430-RA	Vcard_DToL00894-RA
OG0000352	HEL_005174-RA	Vcard_DToL14823-RA
OG0000352	HEL_004106-RA, HEL_004109-RA	Vcard_DToL14824-RA
OG0000353	HEL_006407-RA	Vcard_DToL13506-RA
OG0000354	HEL_011353-RA	Vcard_DToL17670-RA
OG0000354	HEL_011354-RA	Vcard_DToL17671-RA
OG0000354	HEL_011322-RA	Vcard_DToL17638-RA
OG0000356	HEL_014036-RA	Vcard_DToL03460-RA, Vcard_DToL03459-RA
OG0000356	HEL_014031-RA, HEL_014030-RA	Vcard_DToL03461-RA
OG0000359	HEL_004834-RA, HEL_004833-RA	Vcard_DToL16355-RA
OG0000360	HEL_014397-RA	Vcard_DToL08243-RA
OG0000360	HEL_009879-RA	Vcard_DToL07849-RA
OG0000361	HEL_006928-RA, HEL_006932-RA	Vcard_DToL15553-RA
OG0000362	HEL_004209-RA	Vcard_DToL10402-RA
OG0000363	HEL_014082-RA, HEL_014088-RA, HEL_014083-RA	Vcard_DToL11070-RA
OG0000364	HEL_013129-RA	Vcard_DToL07823-RA
OG0000364	HEL_013128-RA	Vcard_DToL07824-RA
OG0000365	HEL_006820-RA, HEL_006824-RA, HEL_006821-RA, HEL_006819-RA, HEL_006818-RA, HEL_006822-RA, HEL_006823-RA	Vcard_DToL15622-RA
OG0000369	HEL_008427-RA	Vcard_DToL08277-RA, Vcard_DToL08278-RA
OG0000371	HEL_003080-RA	Vcard_DToL05745-RA
OG0000376	HEL_005338-RA	Vcard_DToL03271-RA
OG0000377	HEL_003472-RA	Vcard_DToL09710-RA
OG0000377	HEL_003464-RA	Vcard_DToL09716-RA, Vcard_DToL09717-RA
OG0000379	HEL_003454-RA	Vcard_DToL09724-RA
OG0000379	HEL_003429-RA	Vcard_DToL09744-RA
OG0000380	HEL_003444-RA	Vcard_DToL09739-RA
OG0000381	HEL_000801-RA, HEL_000800-RA, HEL_000799-RA	Vcard_DToL12374-RA, Vcard_DToL12375-RA
OG0000382	HEL_000746-RA, HEL_000747-RA, HEL_000744-RA, HEL_000748-RA	Vcard_DToL12433-RA
OG0000383	HEL_007323-RA	Vcard_DToL09960-RA
OG0000383	HEL_007216-RA	Vcard_DToL10073-RA
OG0000384	HEL_005013-RA, HEL_005015-RA	Vcard_DToL16483-RA
OG0000384	HEL_005014-RA, HEL_005012-RA	Vcard_DToL16494-RA
OG0000385	HEL_012592-RA, HEL_012593-RA	Vcard_DToL09219-RA, Vcard_DToL09218-RA
OG0000388	HEL_006486-RA	Vcard_DToL13417-RA
OG0000388	HEL_003580-RA, HEL_003577-RA, HEL_003578-RA, HEL_003579-RA	Vcard_DToL09557-RA
OG0000389	HEL_009419-RA	Vcard_DToL04182-RA, Vcard_DToL04181-RA
OG0000390	HEL_008827-RA	Vcard_DToL03513-RA
OG0000390	HEL_008825-RA	Vcard_DToL03514-RA
OG0000391	HEL_000688-RA, HEL_000687-RA	Vcard_DToL12495-RA
OG0000392	HEL_013020-RA, HEL_013021-RA, HEL_013022-RA	Vcard_DToL18643-RA
OG0000395	HEL_005769-RA	Vcard_DToL12908-RA
OG0000395	HEL_013606-RA, HEL_013605-RA	Vcard_DToL12605-RA
OG0000398	HEL_013024-RA	Vcard_DToL18214-RA
OG0000399	HEL_009946-RA, HEL_009947-RA, HEL_009940-RA, HEL_009954-RA, HEL_009948-RA	Vcard_DToL07893-RA
OG0000400	HEL_005522-RA	Vcard_DToL02974-RA
OG0000400	HEL_005521-RA	Vcard_DToL02977-RA
OG0000402	HEL_001087-RA	Vcard_DToL12005-RA
OG0000402	HEL_001086-RA	Vcard_DToL12004-RA
OG0000403	HEL_000023-RA	Vcard_DToL05413-RA
OG0000404	HEL_012004-RA	Vcard_DToL12545-RA
OG0000406	HEL_011910-RA, HEL_011911-RA	Vcard_DToL09176-RA, Vcard_DToL09177-RA
OG0000407	HEL_008575-RA, HEL_008578-RA	Vcard_DToL15718-RA
OG0000408	HEL_013103-RA, HEL_013104-RA	Vcard_DToL02664-RA, Vcard_DToL02665-RA
OG0000410	HEL_011595-RA	Vcard_DToL08469-RA
OG0000414	HEL_003423-RA	Vcard_DToL16761-RA
OG0000414	HEL_003421-RA	Vcard_DToL16758-RA, Vcard_DToL06374-RA, Vcard_DToL16756-RA, Vcard_DToL16759-RA
OG0000415	HEL_013005-RA	Vcard_DToL18626-RA
OG0000415	HEL_013004-RA	Vcard_DToL18624-RA
OG0000417	HEL_001870-RA	Vcard_DToL15317-RA
OG0000417	HEL_001868-RA	Vcard_DToL15318-RA
OG0000418	HEL_006626-RA	Vcard_DToL01706-RA
OG0000418	HEL_014068-RA, HEL_014070-RA	Vcard_DToL13610-RA
OG0000419	HEL_004054-RA, HEL_004051-RA, HEL_004050-RA	Vcard_DToL17812-RA
OG0000419	HEL_004055-RA	Vcard_DToL17816-RA
OG0000423	HEL_004157-RA	Vcard_DToL17913-RA
OG0000423	HEL_004153-RA	Vcard_DToL17914-RA
OG0000424	HEL_010025-RA	Vcard_DToL07774-RA
OG0000424	HEL_002070-RA	Vcard_DToL15087-RA
OG0000425	HEL_013519-RA	Vcard_DToL16068-RA
OG0000427	HEL_014298-RA, HEL_014297-RA	Vcard_DToL13565-RA
OG0000427	HEL_014296-RA	Vcard_DToL13568-RA
OG0000428	HEL_009673-RA	Vcard_DToL00091-RA
OG0000428	HEL_009672-RA, HEL_009671-RA	Vcard_DToL00089-RA
OG0000429	HEL_010261-RA	Vcard_DToL04094-RA
OG0000430	HEL_009680-RA	Vcard_DToL00101-RA
OG0000430	HEL_009676-RA	Vcard_DToL00093-RA
OG0000431	HEL_004940-RA, HEL_004948-RA, HEL_004947-RA, HEL_004942-RA, HEL_004946-RA	Vcard_DToL16573-RA
OG0000432	HEL_004592-RA	Vcard_DToL16870-RA
OG0000433	HEL_000530-RA	Vcard_DToL17586-RA
OG0000433	HEL_000532-RA	Vcard_DToL08670-RA
OG0000433	HEL_000531-RA	Vcard_DToL17584-RA
OG0000434	HEL_010097-RA	Vcard_DToL18373-RA, Vcard_DToL18288-RA
OG0000434	HEL_007172-RA	Vcard_DToL00228-RA
OG0000435	HEL_010076-RA, HEL_010077-RA	Vcard_DToL18439-RA
OG0000436	HEL_003573-RA	Vcard_DToL09571-RA
OG0000436	HEL_003572-RA	Vcard_DToL09572-RA
OG0000437	HEL_011179-RA	Vcard_DToL11176-RA
OG0000437	HEL_011180-RA	Vcard_DToL11177-RA, Vcard_DToL11178-RA
OG0000438	HEL_012391-RA, HEL_009410-RA	Vcard_DToL10384-RA, Vcard_DToL12421-RA, Vcard_DToL12420-RA, Vcard_DToL04191-RA
OG0000439	HEL_006456-RA	Vcard_DToL13444-RA
OG0000439	HEL_006457-RA	Vcard_DToL13443-RA
OG0000440	HEL_012086-RA	Vcard_DToL00354-RA
OG0000441	HEL_010652-RA	Vcard_DToL07528-RA
OG0000442	HEL_006518-RA	Vcard_DToL13368-RA, Vcard_DToL13370-RA, Vcard_DToL13367-RA
OG0000443	HEL_014521-RA	Vcard_DToL18168-RA
OG0000443	HEL_004140-RA	Vcard_DToL17969-RA
OG0000445	HEL_006241-RA	Vcard_DToL07002-RA
OG0000445	HEL_000599-RA, HEL_000600-RA	Vcard_DToL17480-RA
OG0000446	HEL_004848-RA	Vcard_DToL16375-RA
OG0000446	HEL_004850-RA	Vcard_DToL16379-RA, Vcard_DToL16382-RA
OG0000447	HEL_008736-RA	Vcard_DToL03625-RA
OG0000447	HEL_008737-RA	Vcard_DToL03622-RA
OG0000448	HEL_001836-RA	Vcard_DToL15358-RA
OG0000448	HEL_001837-RA	Vcard_DToL15357-RA
OG0000448	HEL_001835-RA	Vcard_DToL15359-RA
OG0000449	HEL_004693-RA	Vcard_DToL17017-RA
OG0000449	HEL_004694-RA	Vcard_DToL17019-RA
OG0000449	HEL_004695-RA, HEL_004691-RA, HEL_004696-RA	Vcard_DToL17015-RA
OG0000451	HEL_004781-RA	Vcard_DToL16309-RA
OG0000451	HEL_004772-RA, HEL_004771-RA	Vcard_DToL16310-RA
OG0000452	HEL_005581-RA	Vcard_DToL02913-RA, Vcard_DToL02887-RA, Vcard_DToL02897-RA, Vcard_DToL02885-RA, Vcard_DToL02910-RA, Vcard_DToL02918-RA, Vcard_DToL02911-RA, Vcard_DToL02900-RA, Vcard_DToL02893-RA
OG0000453	HEL_010920-RA	Vcard_DToL05102-RA
OG0000453	HEL_010918-RA	Vcard_DToL05101-RA
OG0000454	HEL_012748-RA	Vcard_DToL12705-RA
OG0000454	HEL_012745-RA	Vcard_DToL12699-RA
OG0000454	HEL_012738-RA	Vcard_DToL12706-RA
OG0000454	HEL_012747-RA	Vcard_DToL12695-RA
OG0000456	HEL_001375-RA	Vcard_DToL02320-RA
OG0000457	HEL_006046-RA	Vcard_DToL07418-RA
OG0000458	HEL_006195-RA	Vcard_DToL07438-RA, Vcard_DToL07434-RA, Vcard_DToL07437-RA
OG0000458	HEL_006194-RA	Vcard_DToL07433-RA
OG0000460	HEL_003091-RA	Vcard_DToL05726-RA
OG0000461	HEL_005474-RA, HEL_005473-RA	Vcard_DToL03041-RA
OG0000462	HEL_010611-RA	Vcard_DToL07485-RA
OG0000462	HEL_010613-RA, HEL_010612-RA	Vcard_DToL07487-RA
OG0000463	HEL_010620-RA	Vcard_DToL07502-RA
OG0000463	HEL_010621-RA	Vcard_DToL07500-RA
OG0000464	HEL_012023-RA	Vcard_DToL12528-RA
OG0000465	HEL_004412-RA, HEL_004411-RA	Vcard_DToL03853-RA
OG0000467	HEL_013075-RA	Vcard_DToL10266-RA
OG0000468	HEL_001182-RA	Vcard_DToL02592-RA, Vcard_DToL02590-RA
OG0000469	HEL_010001-RA	Vcard_DToL07972-RA
OG0000469	HEL_003267-RA	Vcard_DToL05541-RA
OG0000470	HEL_007097-RA	Vcard_DToL00673-RA
OG0000470	HEL_007100-RA	Vcard_DToL00667-RA
OG0000471	HEL_007096-RA	Vcard_DToL00676-RA
OG0000476	HEL_013972-RA, HEL_013971-RA	Vcard_DToL18688-RA
OG0000478	HEL_005332-RA	Vcard_DToL03076-RA
OG0000479	HEL_005321-RA	Vcard_DToL03082-RA
OG0000480	HEL_012658-RA	Vcard_DToL18550-RA
OG0000481	HEL_004011-RA	Vcard_DToL03319-RA
OG0000482	HEL_000741-RA	Vcard_DToL02098-RA
OG0000482	HEL_000740-RA	Vcard_DToL12435-RA
OG0000485	HEL_003976-RA	Vcard_DToL03367-RA
OG0000488	HEL_000468-RA	Vcard_DToL13883-RA, Vcard_DToL13884-RA
OG0000489	HEL_000784-RA	Vcard_DToL12399-RA
OG0000489	HEL_000778-RA	Vcard_DToL12402-RA
OG0000490	HEL_010531-RA, HEL_010533-RA, HEL_010532-RA, HEL_010530-RA	Vcard_DToL09008-RA
OG0000490	HEL_010529-RA	Vcard_DToL09010-RA
OG0000490	HEL_010528-RA	Vcard_DToL09011-RA
OG0000492	HEL_007567-RA, HEL_007570-RA, HEL_007569-RA	Vcard_DToL04790-RA, Vcard_DToL04787-RA
OG0000493	HEL_009681-RA	Vcard_DToL00106-RA
OG0000493	HEL_009683-RA	Vcard_DToL00109-RA
OG0000494	HEL_002159-RA	Vcard_DToL15054-RA
OG0000495	HEL_004256-RA	Vcard_DToL10469-RA
OG0000495	HEL_007827-RA	Vcard_DToL07205-RA
OG0000496	HEL_004360-RA	Vcard_DToL10587-RA
OG0000496	HEL_004359-RA	Vcard_DToL10586-RA
OG0000497	HEL_000824-RA	Vcard_DToL12346-RA
OG0000497	HEL_000822-RA	Vcard_DToL12348-RA
OG0000499	HEL_000839-RA	Vcard_DToL12334-RA, Vcard_DToL12333-RA
OG0000501	HEL_013958-RA	Vcard_DToL18589-RA
OG0000502	HEL_013692-RA	Vcard_DToL18105-RA
OG0000502	HEL_013678-RA	Vcard_DToL18085-RA
OG0000503	HEL_004918-RA, HEL_004920-RA	Vcard_DToL16452-RA
OG0000504	HEL_009298-RA	Vcard_DToL15976-RA
OG0000506	HEL_006508-RA, HEL_006509-RA, HEL_006506-RA	Vcard_DToL13390-RA
OG0000508	HEL_008775-RA	Vcard_DToL03575-RA
OG0000508	HEL_008777-RA	Vcard_DToL03574-RA
OG0000509	HEL_009357-RA	Vcard_DToL16030-RA, Vcard_DToL16029-RA
OG0000510	HEL_004657-RA	Vcard_DToL16987-RA
OG0000510	HEL_004656-RA	Vcard_DToL16983-RA
OG0000511	HEL_006580-RA, HEL_006578-RA, HEL_006581-RA	Vcard_DToL13296-RA
OG0000512	HEL_007892-RA	Vcard_DToL06486-RA
OG0000513	HEL_009915-RA	Vcard_DToL07929-RA
OG0000514	HEL_001536-RA, HEL_001539-RA	Vcard_DToL02108-RA
OG0000514	HEL_001545-RA	Vcard_DToL02105-RA
OG0000515	HEL_008717-RA	Vcard_DToL03646-RA
OG0000516	HEL_007300-RA, HEL_007303-RA, HEL_007299-RA	Vcard_DToL10179-RA, Vcard_DToL10177-RA, Vcard_DToL10168-RA
OG0000517	HEL_010904-RA	Vcard_DToL05083-RA
OG0000518	HEL_012795-RA, HEL_012791-RA	Vcard_DToL13181-RA
OG0000519	HEL_014090-RA	Vcard_DToL13186-RA
OG0000520	HEL_009865-RA	Vcard_DToL07839-RA
OG0000520	HEL_001041-RA, HEL_001043-RA	Vcard_DToL12048-RA
OG0000521	HEL_006007-RA	Vcard_DToL17316-RA
OG0000522	HEL_004233-RA	Vcard_DToL10441-RA
OG0000522	HEL_004235-RA, HEL_004236-RA	Vcard_DToL10444-RA
OG0000523	HEL_010739-RA	Vcard_DToL09495-RA
OG0000524	HEL_002512-RA	Vcard_DToL12126-RA, Vcard_DToL12124-RA
OG0000525	HEL_011908-RA, HEL_011906-RA, HEL_009497-RA	Vcard_DToL16174-RA
OG0000526	HEL_013327-RA, HEL_010027-RA, HEL_010029-RA	Vcard_DToL07777-RA
OG0000527	HEL_003104-RA, HEL_008940-RA	Vcard_DToL05712-RA
OG0000527	HEL_003103-RA	Vcard_DToL05716-RA
OG0000529	HEL_014561-RA	Vcard_DToL13824-RA
OG0000529	HEL_008180-RA	Vcard_DToL13728-RA
OG0000530	HEL_013565-RA	Vcard_DToL12561-RA
OG0000531	HEL_000995-RA	Vcard_DToL12100-RA, Vcard_DToL12098-RA, Vcard_DToL12099-RA
OG0000532	HEL_012599-RA, HEL_012594-RA, HEL_012596-RA	Vcard_DToL09215-RA
OG0000532	HEL_012597-RA	Vcard_DToL09217-RA
OG0000535	HEL_011620-RA	Vcard_DToL08441-RA
OG0000535	HEL_011621-RA	Vcard_DToL08439-RA
OG0000536	HEL_012047-RA	Vcard_DToL12511-RA
OG0000537	HEL_001223-RA	Vcard_DToL02538-RA
OG0000537	HEL_001222-RA	Vcard_DToL02539-RA
OG0000538	HEL_006238-RA	Vcard_DToL06999-RA
OG0000538	HEL_006239-RA	Vcard_DToL07000-RA
OG0000539	HEL_013100-RA, HEL_013102-RA, HEL_001902-RA, HEL_013101-RA	Vcard_DToL02666-RA
OG0000542	HEL_002627-RA	Vcard_DToL01095-RA
OG0000544	HEL_011256-RA	Vcard_DToL17714-RA
OG0000547	HEL_002229-RA	Vcard_DToL06332-RA
OG0000548	HEL_005072-RA	Vcard_DToL14936-RA
OG0000548	HEL_005071-RA	Vcard_DToL14941-RA, Vcard_DToL14942-RA
OG0000550	HEL_000454-RA	Vcard_DToL14097-RA
OG0000550	HEL_000453-RA	Vcard_DToL14102-RA
OG0000551	HEL_002195-RA	Vcard_DToL17363-RA
OG0000551	HEL_002197-RA	Vcard_DToL17365-RA
OG0000553	HEL_005397-RA, HEL_005395-RA, HEL_005394-RA	Vcard_DToL16791-RA
OG0000554	HEL_002062-RA	Vcard_DToL15077-RA
OG0000554	HEL_002063-RA	Vcard_DToL15076-RA
OG0000555	HEL_009241-RA	Vcard_DToL15921-RA
OG0000556	HEL_013066-RA	Vcard_DToL18739-RA
OG0000556	HEL_013067-RA	Vcard_DToL18738-RA
OG0000558	HEL_013207-RA	Vcard_DToL10837-RA
OG0000559	HEL_003508-RA	Vcard_DToL09662-RA
OG0000560	HEL_008998-RA	Vcard_DToL11280-RA
OG0000561	HEL_014336-RA	Vcard_DToL04133-RA
OG0000562	HEL_008082-RA	Vcard_DToL06900-RA
OG0000562	HEL_005258-RA, HEL_005257-RA	Vcard_DToL03128-RA
OG0000563	HEL_004974-RA	Vcard_DToL16539-RA
OG0000563	HEL_004976-RA	Vcard_DToL16536-RA
OG0000566	HEL_010618-RA	Vcard_DToL07496-RA
OG0000566	HEL_007763-RA	Vcard_DToL07114-RA
OG0000568	HEL_000490-RA	Vcard_DToL13868-RA
OG0000568	HEL_000491-RA	Vcard_DToL13859-RA
OG0000569	HEL_007799-RA	Vcard_DToL07099-RA
OG0000569	HEL_009421-RA	Vcard_DToL04179-RA
OG0000572	HEL_010125-RA	Vcard_DToL18317-RA
OG0000572	HEL_010126-RA	Vcard_DToL18319-RA
OG0000573	HEL_009040-RA	Vcard_DToL08951-RA
OG0000574	HEL_000435-RA	Vcard_DToL14059-RA
OG0000574	HEL_014153-RA	Vcard_DToL03781-RA
OG0000575	HEL_011783-RA	Vcard_DToL18832-RA
OG0000575	HEL_005114-RA	Vcard_DToL14884-RA
OG0000576	HEL_010258-RA	Vcard_DToL04089-RA
OG0000576	HEL_012112-RA	Vcard_DToL00341-RA
OG0000578	HEL_006013-RA	Vcard_DToL07051-RA
OG0000578	HEL_006015-RA	Vcard_DToL07056-RA
OG0000579	HEL_005804-RA	Vcard_DToL12853-RA
OG0000580	HEL_009073-RA	Vcard_DToL08906-RA
OG0000580	HEL_009072-RA	Vcard_DToL08910-RA
OG0000581	HEL_000527-RA	Vcard_DToL17589-RA
OG0000583	HEL_008732-RA	Vcard_DToL03629-RA
OG0000583	HEL_000408-RA	Vcard_DToL14015-RA
OG0000584	HEL_008854-RA	Vcard_DToL03484-RA
OG0000584	HEL_008853-RA	Vcard_DToL03486-RA, Vcard_DToL03488-RA, Vcard_DToL03487-RA, Vcard_DToL03485-RA
OG0000585	HEL_005799-RA	Vcard_DToL12867-RA
OG0000586	HEL_011162-RA, HEL_011163-RA	Vcard_DToL11164-RA
OG0000588	HEL_010759-RA	Vcard_DToL09460-RA
OG0000589	HEL_005787-RA	Vcard_DToL12885-RA
OG0000591	HEL_005159-RA, HEL_005160-RA	Vcard_DToL14844-RA
OG0000591	HEL_005158-RA	Vcard_DToL14845-RA
OG0000592	HEL_009913-RA	Vcard_DToL07930-RA
OG0000592	HEL_013224-RA	Vcard_DToL00325-RA
OG0000594	HEL_000586-RA	Vcard_DToL17519-RA
OG0000594	HEL_000587-RA, HEL_000575-RA	Vcard_DToL17523-RA
OG0000596	HEL_012301-RA	Vcard_DToL11129-RA
OG0000597	HEL_004604-RA	Vcard_DToL16891-RA
OG0000599	HEL_008740-RA	Vcard_DToL03620-RA
OG0000599	HEL_008739-RA	Vcard_DToL03621-RA
OG0000600	HEL_002493-RA	Vcard_DToL05954-RA
OG0000600	HEL_002494-RA	Vcard_DToL05953-RA, Vcard_DToL05952-RA
OG0000602	HEL_009944-RA	Vcard_DToL07892-RA
OG0000602	HEL_007871-RA	Vcard_DToL06876-RA
OG0000603	HEL_004196-RA, HEL_004198-RA	Vcard_DToL18199-RA
OG0000603	HEL_004199-RA	Vcard_DToL18201-RA, Vcard_DToL18213-RA, Vcard_DToL18212-RA
OG0000605	HEL_004776-RA	Vcard_DToL16318-RA
OG0000605	HEL_004777-RA, HEL_004766-RA	Vcard_DToL16315-RA
OG0000606	HEL_006136-RA	Vcard_DToL07317-RA
OG0000606	HEL_006135-RA	Vcard_DToL07318-RA
OG0000607	HEL_010211-RA	Vcard_DToL06406-RA
OG0000608	HEL_012741-RA	Vcard_DToL12703-RA
OG0000609	HEL_007462-RA	Vcard_DToL04381-RA
OG0000610	HEL_012914-RA	Vcard_DToL09769-RA
OG0000611	HEL_001089-RA, HEL_001088-RA, HEL_003243-RA	Vcard_DToL12006-RA
OG0000612	HEL_006296-RA	Vcard_DToL06749-RA, Vcard_DToL06741-RA
OG0000612	HEL_006298-RA	Vcard_DToL06753-RA, Vcard_DToL06745-RA, Vcard_DToL06737-RA
OG0000613	HEL_005984-RA	Vcard_DToL17298-RA
OG0000613	HEL_005988-RA	Vcard_DToL17299-RA
OG0000614	HEL_006265-RA	Vcard_DToL06776-RA
OG0000614	HEL_006267-RA	Vcard_DToL06779-RA
OG0000615	HEL_013388-RA	Vcard_DToL08231-RA
OG0000616	HEL_008325-RA	Vcard_DToL08103-RA
OG0000618	HEL_011632-RA	Vcard_DToL08431-RA
OG0000619	HEL_008434-RA	Vcard_DToL15871-RA
OG0000620	HEL_013403-RA	Vcard_DToL02692-RA
OG0000622	HEL_011689-RA, HEL_007259-RA	Vcard_DToL18189-RA
OG0000627	HEL_007478-RA	Vcard_DToL04356-RA
OG0000629	HEL_003428-RA	Vcard_DToL16769-RA
OG0000631	HEL_003487-RA	Vcard_DToL09692-RA, Vcard_DToL07271-RA
OG0000632	HEL_008960-RA	Vcard_DToL11313-RA
OG0000632	HEL_008961-RA	Vcard_DToL11312-RA
OG0000632	HEL_008959-RA	Vcard_DToL11315-RA
OG0000633	HEL_003479-RA	Vcard_DToL09697-RA
OG0000633	HEL_003477-RA	Vcard_DToL09704-RA
OG0000634	HEL_010166-RA, HEL_010154-RA	Vcard_DToL06350-RA
OG0000635	HEL_006982-RA	Vcard_DToL00820-RA
OG0000635	HEL_006981-RA	Vcard_DToL00819-RA
OG0000636	HEL_011064-RA	Vcard_DToL10690-RA
OG0000637	HEL_000200-RA	Vcard_DToL05452-RA
OG0000639	HEL_000461-RA	Vcard_DToL14087-RA
OG0000640	HEL_012641-RA	Vcard_DToL18533-RA
OG0000641	HEL_011657-RA	Vcard_DToL08392-RA, Vcard_DToL08391-RA
OG0000642	HEL_000773-RA	Vcard_DToL12405-RA
OG0000642	HEL_000768-RA, HEL_000772-RA, HEL_000771-RA	Vcard_DToL12406-RA
OG0000643	HEL_005248-RA, HEL_005247-RA	Vcard_DToL03140-RA
OG0000644	HEL_002092-RA	Vcard_DToL15108-RA
OG0000644	HEL_002091-RA	Vcard_DToL15104-RA
OG0000644	HEL_002102-RA	Vcard_DToL15116-RA
OG0000645	HEL_013524-RA	Vcard_DToL16074-RA
OG0000647	HEL_008884-RA	Vcard_DToL11252-RA
OG0000649	HEL_013255-RA	Vcard_DToL00023-RA
OG0000649	HEL_014562-RA	Vcard_DToL14599-RA
OG0000650	HEL_007128-RA	Vcard_DToL00191-RA
OG0000651	HEL_011305-RA, HEL_011306-RA, HEL_011308-RA, HEL_011302-RA	Vcard_DToL17749-RA, Vcard_DToL17750-RA
OG0000652	HEL_003668-RA	Vcard_DToL14566-RA, Vcard_DToL14567-RA, Vcard_DToL14565-RA
OG0000653	HEL_011790-RA	Vcard_DToL18838-RA, Vcard_DToL18839-RA
OG0000654	HEL_012773-RA	Vcard_DToL14598-RA, Vcard_DToL13201-RA
OG0000655	HEL_001684-RA	Vcard_DToL01915-RA
OG0000656	HEL_004892-RA	Vcard_DToL16415-RA
OG0000657	HEL_000525-RA	Vcard_DToL17591-RA
OG0000657	HEL_000526-RA	Vcard_DToL17590-RA
OG0000658	HEL_009074-RA	Vcard_DToL08903-RA
